model,system,round,codebleu,rougeLsum,score_document,score_reference,score_reference_document
gpt-4o-mini,rigid_multipatches,round_1,0.2187,0.2429,0,27,22
gpt-4o-mini,rigid_multipatches,round_2,0.7441,0.914,14,47,54
gpt-4o-mini,rigid_multipatches,round_3,0.9165,1.0,17,82,67
gpt-4o-mini,rotor,round_1,0.2354,0.3386,83,27,17
gpt-4o-mini,rotor,round_2,0.9759,0.9954,74,73,67
gpt-4o-mini,rotor,round_3,0.7825,0.9441,32,24,65
gpt-4o-mini,scm,round_1,0.2272,0.2987,59,0,17
gpt-4o-mini,scm,round_2,0.5465,0.7871,27,25,49
gpt-4o-mini,scm,round_3,0.6158,0.784,0,27,37
gpt-4o-mini,scm_hill,round_1,0.2293,0.3381,34,17,15
gpt-4o-mini,scm_hill,round_2,0.6619,0.838,22,57,37
gpt-4o-mini,scm_hill,round_3,0.8307,0.9515,17,52,47
gpt-4o-mini,sedan,round_1,0.235,0.2381,57,2,22
gpt-4o-mini,sedan,round_2,0.597,0.7586,49,12,52
gpt-4o-mini,sedan,round_3,0.6146,0.8424,37,12,25
gpt-4o-mini,sensros,round_1,0.2385,0.333,37,0,30
gpt-4o-mini,sensros,round_2,0.8432,0.9633,12,57,57
gpt-4o-mini,sensros,round_3,0.9784,0.9915,0,67,65
gpt-4o-mini,slider_crank,round_1,0.3272,0.4452,59,19,22
gpt-4o-mini,slider_crank,round_2,0.7031,0.8004,79,69,67
gpt-4o-mini,slider_crank,round_3,0.8835,0.978,29,62,37
gpt-4o-mini,tablecloth,round_1,0.2488,0.3003,59,22,22
gpt-4o-mini,tablecloth,round_2,0.6564,0.9432,24,41,44
gpt-4o-mini,tablecloth,round_3,0.9918,0.998,12,52,59
gpt-4o-mini,turtlebot,round_1,0.232,0.3908,0,0,32
gpt-4o-mini,turtlebot,round_2,0.8604,0.9706,49,75,70
gpt-4o-mini,turtlebot,round_3,0.5037,0.8133,84,22,40
gpt-4o-mini,uazbus,round_1,0.2287,0.295,25,7,15
gpt-4o-mini,uazbus,round_2,0.8139,0.8707,12,59,72
gpt-4o-mini,uazbus,round_3,0.8301,0.9189,40,17,47
gpt-4o-mini,veh_app,round_1,0.2109,0.3529,15,27,17
gpt-4o-mini,veh_app,round_2,0.8352,0.9263,88,22,32
gpt-4o-mini,veh_app,round_3,0.8587,0.9642,12,12,57
gpt-4o-mini,vehros,round_1,0.2667,0.4493,32,0,12
gpt-4o-mini,vehros,round_2,0.6135,0.8529,93,35,30
gpt-4o-mini,vehros,round_3,0.7128,0.9064,64,12,39
gpt-4o-mini,viper,round_1,0.2073,0.4892,22,0,0
gpt-4o-mini,viper,round_2,0.9378,1.0,27,77,72
gpt-4o-mini,viper,round_3,0.7483,0.8964,84,29,22
llama-3.1-405b-instruct,art,round_1,0.2455,0.2799,17,0,12
llama-3.1-405b-instruct,art,round_2,1.0,1.0,12,84,85
llama-3.1-405b-instruct,art,round_3,0.9671,1.0,88,90,90
llama-3.1-405b-instruct,beam,round_1,0.2428,0.2541,32,2,7
llama-3.1-405b-instruct,beam,round_2,0.8686,0.9949,79,57,69
llama-3.1-405b-instruct,beam,round_3,0.985,0.9988,52,83,78
llama-3.1-405b-instruct,buckling,round_1,0.1995,0.2673,72,12,15
llama-3.1-405b-instruct,buckling,round_2,0.9833,1.0,17,69,72
llama-3.1-405b-instruct,buckling,round_3,0.6614,0.8995,44,12,57
llama-3.1-405b-instruct,cable,round_1,0.3347,0.3217,47,2,20
llama-3.1-405b-instruct,cable,round_2,0.9627,1.0,60,72,77
llama-3.1-405b-instruct,cable,round_3,0.5047,0.7336,79,24,35
llama-3.1-405b-instruct,camera,round_1,0.2121,0.2916,7,12,7
llama-3.1-405b-instruct,camera,round_2,0.9705,0.9954,32,57,49
llama-3.1-405b-instruct,camera,round_3,0.81,0.9498,17,30,27
llama-3.1-405b-instruct,citybus,round_1,0.2529,0.3055,12,20,17
llama-3.1-405b-instruct,citybus,round_2,0.8712,0.9811,32,12,32
llama-3.1-405b-instruct,citybus,round_3,0.9939,0.9974,12,65,78
llama-3.1-405b-instruct,curiosity,round_1,0.0969,0.059,0,40,12
llama-3.1-405b-instruct,curiosity,round_2,0.8332,0.9412,47,57,62
llama-3.1-405b-instruct,curiosity,round_3,0.6572,0.8424,32,42,37
llama-3.1-405b-instruct,feda,round_1,0.2821,0.2739,19,0,17
llama-3.1-405b-instruct,feda,round_2,0.8804,0.9265,81,29,42
llama-3.1-405b-instruct,feda,round_3,0.7156,0.8116,20,27,39
llama-3.1-405b-instruct,gator,round_1,0.2411,0.2784,12,20,17
llama-3.1-405b-instruct,gator,round_2,0.7685,0.8817,12,54,32
llama-3.1-405b-instruct,gator,round_3,0.9714,0.9974,67,80,77
llama-3.1-405b-instruct,gear,round_1,0.2573,0.3973,32,27,12
llama-3.1-405b-instruct,gear,round_2,0.9914,1.0,37,78,73
llama-3.1-405b-instruct,gear,round_3,0.8619,0.9447,47,44,54
llama-3.1-405b-instruct,gps_imu,round_1,0.2448,0.3829,12,20,7
llama-3.1-405b-instruct,gps_imu,round_2,0.7924,0.9415,17,12,29
llama-3.1-405b-instruct,gps_imu,round_3,0.7785,0.9823,12,72,69
llama-3.1-405b-instruct,handler,round_1,0.246,0.4636,17,0,12
llama-3.1-405b-instruct,handler,round_2,0.9797,0.9909,62,75,75
llama-3.1-405b-instruct,handler,round_3,0.6846,0.8366,84,7,20
llama-3.1-405b-instruct,hmmwv,round_1,0.2497,0.2846,5,0,22
llama-3.1-405b-instruct,hmmwv,round_2,0.6089,0.7257,87,22,37
llama-3.1-405b-instruct,hmmwv,round_3,0.6623,0.9336,74,29,42
llama-3.1-405b-instruct,kraz,round_1,0.2392,0.3315,27,25,7
llama-3.1-405b-instruct,kraz,round_2,0.8551,0.9076,12,37,77
llama-3.1-405b-instruct,kraz,round_3,0.6164,0.8522,12,2,27
llama-3.1-405b-instruct,lidar,round_1,0.2236,0.3727,17,20,27
llama-3.1-405b-instruct,lidar,round_2,0.8147,0.8692,12,20,42
llama-3.1-405b-instruct,lidar,round_3,0.4285,0.6329,17,17,27
llama-3.1-405b-instruct,m113,round_1,0.2207,0.2421,70,7,25
llama-3.1-405b-instruct,m113,round_2,0.7593,0.9342,12,37,12
llama-3.1-405b-instruct,m113,round_3,0.8437,0.9602,12,37,27
llama-3.1-405b-instruct,man,round_1,0.0757,0.0348,35,30,0
llama-3.1-405b-instruct,man,round_2,0.9641,0.9733,12,70,54
llama-3.1-405b-instruct,man,round_3,0.6808,0.8609,80,37,54
llama-3.1-405b-instruct,mass_spring_damper,round_1,0.2976,0.3609,49,10,20
llama-3.1-405b-instruct,mass_spring_damper,round_2,0.8457,0.9478,35,68,60
llama-3.1-405b-instruct,mass_spring_damper,round_3,0.8739,0.9801,75,54,37
llama-3.1-405b-instruct,particles,round_1,0.2898,0.2888,27,10,27
llama-3.1-405b-instruct,particles,round_2,0.85,0.967,68,53,75
llama-3.1-405b-instruct,particles,round_3,0.9313,0.9528,64,67,58
llama-3.1-405b-instruct,pendulum,round_1,0.3415,0.4213,58,0,15
llama-3.1-405b-instruct,pendulum,round_2,0.6587,0.8549,47,46,37
llama-3.1-405b-instruct,pendulum,round_3,0.8286,0.9784,75,53,65
llama-3.1-405b-instruct,rigid_highway,round_1,0.2384,0.2774,24,0,7
llama-3.1-405b-instruct,rigid_highway,round_2,0.8782,0.914,67,72,75
llama-3.1-405b-instruct,rigid_highway,round_3,0.8962,0.977,54,77,77
llama-3.1-405b-instruct,rigid_multipatches,round_1,0.2553,0.3023,14,2,15
llama-3.1-405b-instruct,rigid_multipatches,round_2,0.7934,0.9506,24,12,12
llama-3.1-405b-instruct,rigid_multipatches,round_3,0.9259,1.0,19,70,67
llama-3.1-405b-instruct,rotor,round_1,0.2254,0.2748,0,15,25
llama-3.1-405b-instruct,rotor,round_2,0.9494,0.9954,72,90,68
llama-3.1-405b-instruct,rotor,round_3,0.7231,0.9448,73,12,40
llama-3.1-405b-instruct,scm,round_1,0.2195,0.2847,79,0,12
llama-3.1-405b-instruct,scm,round_2,0.6522,0.8903,12,56,64
llama-3.1-405b-instruct,scm,round_3,0.6617,0.8081,12,27,37
llama-3.1-405b-instruct,scm_hill,round_1,0.2175,0.4403,29,10,25
llama-3.1-405b-instruct,scm_hill,round_2,0.7008,0.8577,12,27,37
llama-3.1-405b-instruct,scm_hill,round_3,0.8279,0.9468,12,27,32
llama-3.1-405b-instruct,sedan,round_1,0.0761,0.0348,50,17,0
llama-3.1-405b-instruct,sedan,round_2,0.6599,0.7558,27,30,37
llama-3.1-405b-instruct,sedan,round_3,0.6271,0.833,22,7,25
llama-3.1-405b-instruct,sensros,round_1,0.2324,0.3504,2,0,27
llama-3.1-405b-instruct,sensros,round_2,0.8599,0.966,20,12,49
llama-3.1-405b-instruct,sensros,round_3,0.9842,0.9923,17,75,69
llama-3.1-405b-instruct,slider_crank,round_1,0.3114,0.5656,87,0,22
llama-3.1-405b-instruct,slider_crank,round_2,0.835,0.8812,50,74,67
llama-3.1-405b-instruct,slider_crank,round_3,0.8957,0.9755,69,44,55
llama-3.1-405b-instruct,tablecloth,round_1,0.2363,0.2853,14,15,32
llama-3.1-405b-instruct,tablecloth,round_2,0.6594,0.9366,52,14,31
llama-3.1-405b-instruct,tablecloth,round_3,0.926,0.99,65,32,42
llama-3.1-405b-instruct,turtlebot,round_1,0.2829,0.4175,37,0,12
llama-3.1-405b-instruct,turtlebot,round_2,0.8044,0.9315,62,57,61
llama-3.1-405b-instruct,turtlebot,round_3,0.488,0.7696,59,27,33
llama-3.1-405b-instruct,uazbus,round_1,0.2163,0.2729,44,25,27
llama-3.1-405b-instruct,uazbus,round_2,0.8374,0.8874,32,55,70
llama-3.1-405b-instruct,uazbus,round_3,0.8773,0.9771,27,29,37
llama-3.1-405b-instruct,veh_app,round_1,0.2233,0.3923,12,2,20
llama-3.1-405b-instruct,veh_app,round_2,0.8376,0.9383,82,12,19
llama-3.1-405b-instruct,veh_app,round_3,0.8878,0.9602,7,54,74
llama-3.1-405b-instruct,vehros,round_1,0.3103,0.3037,20,0,5
llama-3.1-405b-instruct,vehros,round_2,0.6105,0.8498,28,45,30
llama-3.1-405b-instruct,vehros,round_3,0.7305,0.9154,84,27,30
llama-3.1-405b-instruct,viper,round_1,0.255,0.5577,27,0,27
llama-3.1-405b-instruct,viper,round_2,0.9926,1.0,50,87,77
llama-3.1-405b-instruct,viper,round_3,0.7274,0.9021,27,0,24
llama-3.1-70b-instruct,art,round_1,0.2175,0.2996,68,20,20
llama-3.1-70b-instruct,art,round_2,1.0,1.0,62,90,90
llama-3.1-70b-instruct,art,round_3,0.9671,1.0,77,88,90
llama-3.1-70b-instruct,beam,round_1,0.2473,0.4264,54,0,12
llama-3.1-70b-instruct,beam,round_2,0.8608,0.9874,55,70,83
llama-3.1-70b-instruct,beam,round_3,0.9204,0.9928,17,68,75
llama-3.1-70b-instruct,buckling,round_1,0.2251,0.2798,42,4,17
llama-3.1-70b-instruct,buckling,round_2,0.7947,0.9985,47,69,69
llama-3.1-70b-instruct,buckling,round_3,0.5357,0.8631,12,19,24
llama-3.1-70b-instruct,cable,round_1,0.3199,0.2846,37,20,12
llama-3.1-70b-instruct,cable,round_2,0.6548,1.0,65,80,77
llama-3.1-70b-instruct,cable,round_3,0.5257,0.748,39,12,57
llama-3.1-70b-instruct,camera,round_1,0.2421,0.3736,60,15,27
llama-3.1-70b-instruct,camera,round_2,0.7521,0.9954,22,62,47
llama-3.1-70b-instruct,camera,round_3,0.8148,0.9487,27,40,27
llama-3.1-70b-instruct,citybus,round_1,0.2346,0.3339,31,25,30
llama-3.1-70b-instruct,citybus,round_2,0.876,0.9799,82,12,59
llama-3.1-70b-instruct,citybus,round_3,1.0,1.0,14,93,87
llama-3.1-70b-instruct,curiosity,round_1,0.101,0.0456,0,5,90
llama-3.1-70b-instruct,curiosity,round_2,0.8079,0.9189,65,32,52
llama-3.1-70b-instruct,curiosity,round_3,0.5919,0.8333,67,52,35
llama-3.1-70b-instruct,feda,round_1,0.2364,0.3677,20,27,27
llama-3.1-70b-instruct,feda,round_2,0.8686,0.9413,12,16,22
llama-3.1-70b-instruct,feda,round_3,0.6473,0.8388,12,25,49
llama-3.1-70b-instruct,gator,round_1,0.2116,0.2951,87,7,27
llama-3.1-70b-instruct,gator,round_2,0.7711,0.8781,42,12,42
llama-3.1-70b-instruct,gator,round_3,0.9603,0.9921,12,73,69
llama-3.1-70b-instruct,gear,round_1,0.2952,0.4147,30,0,25
llama-3.1-70b-instruct,gear,round_2,0.9896,1.0,57,85,74
llama-3.1-70b-instruct,gear,round_3,0.8306,0.9238,64,54,54
llama-3.1-70b-instruct,gps_imu,round_1,0.2552,0.3492,27,10,25
llama-3.1-70b-instruct,gps_imu,round_2,0.6703,0.9493,37,52,67
llama-3.1-70b-instruct,gps_imu,round_3,0.5693,0.9761,40,74,69
llama-3.1-70b-instruct,handler,round_1,0.2528,0.3616,12,0,22
llama-3.1-70b-instruct,handler,round_2,0.6001,0.824,42,70,91
llama-3.1-70b-instruct,handler,round_3,0.6086,0.878,77,30,7
llama-3.1-70b-instruct,hmmwv,round_1,0.237,0.2916,64,0,2
llama-3.1-70b-instruct,hmmwv,round_2,0.5809,0.6649,74,25,35
llama-3.1-70b-instruct,hmmwv,round_3,0.6408,0.9127,75,37,37
llama-3.1-70b-instruct,kraz,round_1,0.2267,0.331,37,0,27
llama-3.1-70b-instruct,kraz,round_2,0.5626,0.8936,12,55,64
llama-3.1-70b-instruct,kraz,round_3,0.5923,0.8411,12,0,25
llama-3.1-70b-instruct,lidar,round_1,0.2242,0.3801,49,22,0
llama-3.1-70b-instruct,lidar,round_2,0.6822,0.8951,12,27,35
llama-3.1-70b-instruct,lidar,round_3,0.2131,0.6474,32,0,25
llama-3.1-70b-instruct,m113,round_1,0.2442,0.3095,7,27,2
llama-3.1-70b-instruct,m113,round_2,0.6015,0.9138,12,29,37
llama-3.1-70b-instruct,m113,round_3,0.6295,0.9674,12,27,32
llama-3.1-70b-instruct,man,round_1,0.0791,0.0303,77,25,34
llama-3.1-70b-instruct,man,round_2,0.6479,0.9682,5,60,68
llama-3.1-70b-instruct,man,round_3,0.4919,0.8521,74,32,32
llama-3.1-70b-instruct,mass_spring_damper,round_1,0.3456,0.4427,17,17,27
llama-3.1-70b-instruct,mass_spring_damper,round_2,0.7376,0.9371,84,45,54
llama-3.1-70b-instruct,mass_spring_damper,round_3,0.6719,0.9018,90,38,17
llama-3.1-70b-instruct,particles,round_1,0.3332,0.2758,40,0,32
llama-3.1-70b-instruct,particles,round_2,0.6496,0.9558,57,68,67
llama-3.1-70b-instruct,particles,round_3,0.6852,0.9557,34,62,63
llama-3.1-70b-instruct,pendulum,round_1,0.3223,0.1229,22,0,10
llama-3.1-70b-instruct,pendulum,round_2,0.7512,0.8835,42,14,35
llama-3.1-70b-instruct,pendulum,round_3,0.4863,0.7075,37,2,17
llama-3.1-70b-instruct,rigid_highway,round_1,0.1567,0.0619,45,2,7
llama-3.1-70b-instruct,rigid_highway,round_2,0.873,0.9244,83,62,67
llama-3.1-70b-instruct,rigid_highway,round_3,0.8961,0.9842,12,82,77
llama-3.1-70b-instruct,rigid_multipatches,round_1,0.3249,0.3376,32,22,0
llama-3.1-70b-instruct,rigid_multipatches,round_2,0.7165,0.8451,12,27,25
llama-3.1-70b-instruct,rigid_multipatches,round_3,0.8958,0.977,74,74,72
llama-3.1-70b-instruct,rotor,round_1,0.2118,0.3372,2,17,17
llama-3.1-70b-instruct,rotor,round_2,0.793,0.992,57,55,60
llama-3.1-70b-instruct,rotor,round_3,0.6448,0.9316,69,34,55
llama-3.1-70b-instruct,scm,round_1,0.2317,0.3942,22,27,25
llama-3.1-70b-instruct,scm,round_2,0.5846,0.834,12,44,54
llama-3.1-70b-instruct,scm,round_3,0.6284,0.8018,85,30,37
llama-3.1-70b-instruct,scm_hill,round_1,0.2376,0.3953,12,2,17
llama-3.1-70b-instruct,scm_hill,round_2,0.5996,0.8295,27,27,37
llama-3.1-70b-instruct,scm_hill,round_3,0.5756,0.9083,77,12,39
llama-3.1-70b-instruct,sedan,round_1,0.0805,0.0303,40,0,40
llama-3.1-70b-instruct,sedan,round_2,0.4313,0.7403,37,29,25
llama-3.1-70b-instruct,sedan,round_3,0.4484,0.793,27,2,27
llama-3.1-70b-instruct,sensros,round_1,0.2265,0.3123,37,25,30
llama-3.1-70b-instruct,sensros,round_2,0.6737,0.9577,32,15,9
llama-3.1-70b-instruct,sensros,round_3,0.7344,0.9923,12,70,70
llama-3.1-70b-instruct,slider_crank,round_1,0.3149,0.4757,0,17,10
llama-3.1-70b-instruct,slider_crank,round_2,0.4691,0.8408,44,64,37
llama-3.1-70b-instruct,slider_crank,round_3,0.7983,0.9829,54,57,57
llama-3.1-70b-instruct,tablecloth,round_1,0.2237,0.3242,12,12,27
llama-3.1-70b-instruct,tablecloth,round_2,0.6067,0.9311,12,56,46
llama-3.1-70b-instruct,tablecloth,round_3,0.7863,0.996,88,57,40
llama-3.1-70b-instruct,turtlebot,round_1,0.2225,0.487,4,19,20
llama-3.1-70b-instruct,turtlebot,round_2,0.8109,0.942,62,66,71
llama-3.1-70b-instruct,turtlebot,round_3,0.423,0.7791,32,12,33
llama-3.1-70b-instruct,uazbus,round_1,0.2283,0.3427,52,2,2
llama-3.1-70b-instruct,uazbus,round_2,0.5706,0.8944,22,65,62
llama-3.1-70b-instruct,uazbus,round_3,0.6249,0.9645,12,32,49
llama-3.1-70b-instruct,veh_app,round_1,0.2489,0.3744,19,12,2
llama-3.1-70b-instruct,veh_app,round_2,0.5788,0.9112,12,20,27
llama-3.1-70b-instruct,veh_app,round_3,0.6795,0.9575,12,64,67
llama-3.1-70b-instruct,vehros,round_1,0.3144,0.355,47,0,15
llama-3.1-70b-instruct,vehros,round_2,0.6114,0.8116,37,40,15
llama-3.1-70b-instruct,vehros,round_3,0.6257,0.8985,75,27,27
llama-3.1-70b-instruct,viper,round_1,0.2306,0.4789,20,0,20
llama-3.1-70b-instruct,viper,round_2,0.9621,1.0,58,82,67
llama-3.1-70b-instruct,viper,round_3,0.6873,0.8732,52,15,37
llama-3.1-8b-instruct,art,round_1,0.1591,0.251,25,5,15
llama-3.1-8b-instruct,art,round_2,1.0,1.0,57,87,90
llama-3.1-8b-instruct,art,round_3,0.9622,0.9962,12,80,75
llama-3.1-8b-instruct,beam,round_1,0.2269,0.2677,20,10,19
llama-3.1-8b-instruct,beam,round_2,0.8517,0.9809,32,69,67
llama-3.1-8b-instruct,beam,round_3,0.9483,0.9787,68,73,72
llama-3.1-8b-instruct,buckling,round_1,0.1148,0.0218,25,7,12
llama-3.1-8b-instruct,buckling,round_2,0.9798,0.9985,50,57,72
llama-3.1-8b-instruct,buckling,round_3,0.6866,0.9011,17,22,42
llama-3.1-8b-instruct,cable,round_1,0.2529,0.2329,12,25,15
llama-3.1-8b-instruct,cable,round_2,0.6433,0.9941,78,57,62
llama-3.1-8b-instruct,cable,round_3,0.4795,0.7242,27,25,22
llama-3.1-8b-instruct,camera,round_1,0.1452,0.2297,12,0,15
llama-3.1-8b-instruct,camera,round_2,0.9705,0.9954,22,62,52
llama-3.1-8b-instruct,camera,round_3,0.8555,0.9457,0,0,12
llama-3.1-8b-instruct,citybus,round_1,0.1703,0.2655,0,10,20
llama-3.1-8b-instruct,citybus,round_2,0.8874,0.9698,12,12,39
llama-3.1-8b-instruct,citybus,round_3,0.9939,0.9961,12,75,80
llama-3.1-8b-instruct,curiosity,round_1,0.2533,0.0078,15,40,50
llama-3.1-8b-instruct,curiosity,round_2,0.6073,0.8333,69,62,59
llama-3.1-8b-instruct,curiosity,round_3,0.6558,0.8141,75,40,49
llama-3.1-8b-instruct,feda,round_1,0.1674,0.2053,5,15,17
llama-3.1-8b-instruct,feda,round_2,0.7941,0.8608,88,22,39
llama-3.1-8b-instruct,feda,round_3,0.7141,0.8125,17,22,37
llama-3.1-8b-instruct,gator,round_1,0.1977,0.3158,14,7,12
llama-3.1-8b-instruct,gator,round_2,0.7633,0.8776,22,2,22
llama-3.1-8b-instruct,gator,round_3,0.9714,0.9974,12,80,72
llama-3.1-8b-instruct,gear,round_1,0.2239,0.2446,12,15,7
llama-3.1-8b-instruct,gear,round_2,1.0,1.0,70,80,83
llama-3.1-8b-instruct,gear,round_3,0.7679,0.9219,42,32,42
llama-3.1-8b-instruct,gps_imu,round_1,0.2159,0.3305,2,10,25
llama-3.1-8b-instruct,gps_imu,round_2,0.8634,0.9409,82,14,70
llama-3.1-8b-instruct,gps_imu,round_3,0.791,0.9813,27,62,82
llama-3.1-8b-instruct,handler,round_1,0.235,0.4274,12,10,15
llama-3.1-8b-instruct,handler,round_2,0.9797,0.9909,62,72,60
llama-3.1-8b-instruct,handler,round_3,0.6292,0.8085,72,17,30
llama-3.1-8b-instruct,hmmwv,round_1,0.1811,0.2812,0,0,25
llama-3.1-8b-instruct,hmmwv,round_2,0.5798,0.7389,39,12,35
llama-3.1-8b-instruct,hmmwv,round_3,0.6559,0.8844,12,37,44
llama-3.1-8b-instruct,kraz,round_1,0.1452,0.2787,12,20,7
llama-3.1-8b-instruct,kraz,round_2,0.5753,0.8509,70,59,68
llama-3.1-8b-instruct,kraz,round_3,0.5479,0.8091,12,20,25
llama-3.1-8b-instruct,lidar,round_1,0.1798,0.2557,2,0,0
llama-3.1-8b-instruct,lidar,round_2,0.7436,0.8157,25,12,12
llama-3.1-8b-instruct,lidar,round_3,0.1507,0.0948,30,7,7
llama-3.1-8b-instruct,m113,round_1,0.202,0.2822,12,0,17
llama-3.1-8b-instruct,m113,round_2,0.9024,0.947,12,1,37
llama-3.1-8b-instruct,m113,round_3,0.5698,0.8577,90,40,27
llama-3.1-8b-instruct,man,round_1,0.2534,0.0049,10,0,0
llama-3.1-8b-instruct,man,round_2,0.8623,0.953,12,12,44
llama-3.1-8b-instruct,man,round_3,0.655,0.8104,12,27,27
llama-3.1-8b-instruct,mass_spring_damper,round_1,0.2624,0.2904,22,0,25
llama-3.1-8b-instruct,mass_spring_damper,round_2,0.7905,0.9258,84,64,60
llama-3.1-8b-instruct,mass_spring_damper,round_3,0.8506,0.9848,12,23,53
llama-3.1-8b-instruct,particles,round_1,0.1289,0.0357,5,5,7
llama-3.1-8b-instruct,particles,round_2,0.8229,0.9502,73,63,70
llama-3.1-8b-instruct,particles,round_3,0.9122,0.9324,63,40,69
llama-3.1-8b-instruct,pendulum,round_1,0.2144,0.2255,0,0,0
llama-3.1-8b-instruct,pendulum,round_2,0.7885,0.8905,86,57,54
llama-3.1-8b-instruct,pendulum,round_3,0.8363,0.9708,75,22,28
llama-3.1-8b-instruct,rigid_highway,round_1,0.2205,0.2518,20,0,27
llama-3.1-8b-instruct,rigid_highway,round_2,0.8771,0.9093,12,67,75
llama-3.1-8b-instruct,rigid_highway,round_3,0.9607,0.9866,80,85,77
llama-3.1-8b-instruct,rigid_multipatches,round_1,0.2279,0.1935,12,0,17
llama-3.1-8b-instruct,rigid_multipatches,round_2,0.7723,0.8563,75,37,52
llama-3.1-8b-instruct,rigid_multipatches,round_3,0.8832,0.9934,70,58,64
llama-3.1-8b-instruct,rotor,round_1,0.1273,0.0222,24,5,7
llama-3.1-8b-instruct,rotor,round_2,0.9566,0.9873,62,59,59
llama-3.1-8b-instruct,rotor,round_3,0.7027,0.9293,17,39,49
llama-3.1-8b-instruct,scm,round_1,0.1218,0.0346,45,10,17
llama-3.1-8b-instruct,scm,round_2,0.6123,0.8706,22,25,12
llama-3.1-8b-instruct,scm,round_3,0.6253,0.7804,12,35,37
llama-3.1-8b-instruct,scm_hill,round_1,0.1911,0.3367,12,20,15
llama-3.1-8b-instruct,scm_hill,round_2,0.2948,0.1549,25,0,17
llama-3.1-8b-instruct,scm_hill,round_3,0.6822,0.7955,80,29,42
llama-3.1-8b-instruct,sedan,round_1,0.2534,0.0049,30,55,65
llama-3.1-8b-instruct,sedan,round_2,0.4813,0.7518,7,15,30
llama-3.1-8b-instruct,sedan,round_3,0.4471,0.6958,73,27,14
llama-3.1-8b-instruct,sensros,round_1,0.2494,0.3075,0,0,12
llama-3.1-8b-instruct,sensros,round_2,0.858,0.9626,37,27,47
llama-3.1-8b-instruct,sensros,round_3,0.9837,0.9953,83,72,69
llama-3.1-8b-instruct,slider_crank,round_1,0.2921,0.2757,0,0,10
llama-3.1-8b-instruct,slider_crank,round_2,0.8164,0.8817,74,64,54
llama-3.1-8b-instruct,slider_crank,round_3,0.8898,0.9756,32,48,37
llama-3.1-8b-instruct,tablecloth,round_1,0.195,0.234,20,17,10
llama-3.1-8b-instruct,tablecloth,round_2,0.6373,0.8861,64,62,72
llama-3.1-8b-instruct,tablecloth,round_3,0.9918,0.998,12,62,60
llama-3.1-8b-instruct,turtlebot,round_1,0.2795,0.3718,27,20,7
llama-3.1-8b-instruct,turtlebot,round_2,0.7927,0.9364,37,62,67
llama-3.1-8b-instruct,turtlebot,round_3,0.2626,0.1389,7,25,10
llama-3.1-8b-instruct,uazbus,round_1,0.0624,0.0469,22,0,2
llama-3.1-8b-instruct,uazbus,round_2,0.5521,0.8233,87,74,78
llama-3.1-8b-instruct,uazbus,round_3,0.8636,0.9589,48,42,34
llama-3.1-8b-instruct,veh_app,round_1,0.1608,0.3197,7,12,25
llama-3.1-8b-instruct,veh_app,round_2,0.8499,0.9162,22,34,37
llama-3.1-8b-instruct,veh_app,round_3,0.7671,0.9528,12,25,42
llama-3.1-8b-instruct,vehros,round_1,0.2514,0.2908,12,15,10
llama-3.1-8b-instruct,vehros,round_2,0.6038,0.8121,74,10,40
llama-3.1-8b-instruct,vehros,round_3,0.7293,0.9048,48,29,32
llama-3.1-8b-instruct,viper,round_1,0.2752,0.3625,22,15,0
llama-3.1-8b-instruct,viper,round_2,0.7559,0.9089,88,82,77
llama-3.1-8b-instruct,viper,round_3,0.7149,0.8936,58,12,37
llama-3.3-70b-instruct,art,round_1,0.2139,0.308,27,20,7
llama-3.3-70b-instruct,art,round_2,0.8019,0.9872,59,65,90
llama-3.3-70b-instruct,art,round_3,0.9671,1.0,27,87,88
llama-3.3-70b-instruct,beam,round_1,0.3319,0.3145,20,15,12
llama-3.3-70b-instruct,beam,round_2,0.8236,0.9812,29,72,78
llama-3.3-70b-instruct,beam,round_3,0.8851,0.9759,67,70,77
llama-3.3-70b-instruct,buckling,round_1,0.2791,0.3146,14,10,2
llama-3.3-70b-instruct,buckling,round_2,0.9833,1.0,92,82,69
llama-3.3-70b-instruct,buckling,round_3,0.6546,0.8843,12,2,27
llama-3.3-70b-instruct,cable,round_1,0.2961,0.2648,42,25,30
llama-3.3-70b-instruct,cable,round_2,0.9627,1.0,40,80,67
llama-3.3-70b-instruct,cable,round_3,0.4995,0.7349,84,52,30
llama-3.3-70b-instruct,camera,round_1,0.1955,0.31,42,27,17
llama-3.3-70b-instruct,camera,round_2,0.8728,0.9954,40,52,62
llama-3.3-70b-instruct,camera,round_3,0.8094,0.9742,67,0,39
llama-3.3-70b-instruct,citybus,round_1,0.261,0.4041,57,15,10
llama-3.3-70b-instruct,citybus,round_2,0.8649,0.9798,12,59,57
llama-3.3-70b-instruct,citybus,round_3,0.9939,0.9961,12,85,85
llama-3.3-70b-instruct,curiosity,round_1,0.2946,0.5466,17,2,29
llama-3.3-70b-instruct,curiosity,round_2,0.8297,0.9344,69,32,60
llama-3.3-70b-instruct,curiosity,round_3,0.6086,0.8432,65,34,50
llama-3.3-70b-instruct,feda,round_1,0.2423,0.357,27,25,12
llama-3.3-70b-instruct,feda,round_2,0.737,0.9438,12,57,57
llama-3.3-70b-instruct,feda,round_3,0.6265,0.8305,12,32,25
