model,system,category,turn1,turn2,turn3,Δ12,Δ23,Δ13,family
gpt-4o,particles,MBS,32.00,63.00,53.00,31.00,-10.00,21.00,GPT
gpt-4o,pendulum,MBS,22.00,37.00,27.00,15.00,-10.00,5.00,GPT
gpt-4o,rigid_highway,VEH,19.00,57.00,67.00,38.00,10.00,48.00,GPT
gpt-4o,rigid_multipatches,VEH,10.00,39.00,67.00,29.00,28.00,57.00,GPT
gpt-4o,rotor,FEA,27.00,57.00,19.00,30.00,-38.00,-8.00,GPT
gpt-4o,scm,VEH,32.00,24.00,12.00,-8.00,-12.00,-20.00,GPT
gpt-4o,scm_hill,VEH,27.00,2.00,32.00,-25.00,30.00,5.00,GPT
gpt-4o,sedan,VEH,19.00,32.00,25.00,13.00,-7.00,6.00,GPT
gpt-4o,sensros,RBT,7.00,49.00,54.00,42.00,5.00,47.00,GPT
gpt-4o,slider_crank,MBS,9.00,54.00,62.00,45.00,8.00,53.00,GPT
gpt-4o,tablecloth,FEA,2.00,39.00,30.00,37.00,-9.00,28.00,GPT
gpt-4o,turtlebot,RBT,29.00,50.00,32.00,21.00,-18.00,3.00,GPT
gpt-4o,uazbus,VEH,17.00,69.00,44.00,52.00,-25.00,27.00,GPT
gpt-4o,veh_app,SEN,22.00,12.00,27.00,-10.00,15.00,5.00,GPT
gpt-4o,vehros,RBT,10.00,30.00,32.00,20.00,2.00,22.00,GPT
gpt-4o,viper,RBT,30.00,43.00,24.00,13.00,-19.00,-6.00,GPT
gpt-4o-mini,art,VEH,22.00,90.00,77.00,68.00,-13.00,55.00,GPT
gpt-4o-mini,beam,FEA,19.00,68.00,88.00,49.00,20.00,69.00,GPT
gpt-4o-mini,buckling,FEA,17.00,83.00,32.00,66.00,-51.00,15.00,GPT
gpt-4o-mini,cable,FEA,22.00,83.00,30.00,61.00,-53.00,8.00,GPT
gpt-4o-mini,camera,SEN,15.00,49.00,12.00,34.00,-37.00,-3.00,GPT
gpt-4o-mini,citybus,VEH,17.00,34.00,77.00,17.00,43.00,60.00,GPT
gpt-4o-mini,curiosity,RBT,22.00,68.00,47.00,46.00,-21.00,25.00,GPT
gpt-4o-mini,feda,VEH,24.00,39.00,59.00,15.00,20.00,35.00,GPT
gpt-4o-mini,gator,VEH,25.00,49.00,78.00,24.00,29.00,53.00,GPT
gpt-4o-mini,gear,MBS,27.00,88.00,47.00,61.00,-41.00,20.00,GPT
gpt-4o-mini,gps_imu,SEN,17.00,44.00,72.00,27.00,28.00,55.00,GPT
gpt-4o-mini,handler,RBT,20.00,55.00,30.00,35.00,-25.00,10.00,GPT
gpt-4o-mini,hmmwv,VEH,27.00,22.00,67.00,-5.00,45.00,40.00,GPT
gpt-4o-mini,kraz,VEH,17.00,69.00,17.00,52.00,-52.00,0.00,GPT
gpt-4o-mini,lidar,SEN,22.00,27.00,29.00,5.00,2.00,7.00,GPT
gpt-4o-mini,m113,VEH,2.00,37.00,57.00,35.00,20.00,55.00,GPT
gpt-4o-mini,man,VEH,29.00,57.00,47.00,28.00,-10.00,18.00,GPT
gpt-4o-mini,mass_spring_damper,MBS,22.00,70.00,40.00,48.00,-30.00,18.00,GPT
gpt-4o-mini,particles,MBS,0.00,72.00,47.00,72.00,-25.00,47.00,GPT
gpt-4o-mini,pendulum,MBS,15.00,37.00,43.00,22.00,6.00,28.00,GPT
gpt-4o-mini,rigid_highway,VEH,27.00,69.00,77.00,42.00,8.00,50.00,GPT
gpt-4o-mini,rigid_multipatches,VEH,22.00,54.00,67.00,32.00,13.00,45.00,GPT
gpt-4o-mini,rotor,FEA,17.00,67.00,65.00,50.00,-2.00,48.00,GPT
gpt-4o-mini,scm,VEH,17.00,49.00,37.00,32.00,-12.00,20.00,GPT
gpt-4o-mini,scm_hill,VEH,15.00,37.00,47.00,22.00,10.00,32.00,GPT
gpt-4o-mini,sedan,VEH,22.00,52.00,25.00,30.00,-27.00,3.00,GPT
gpt-4o-mini,sensros,RBT,30.00,57.00,65.00,27.00,8.00,35.00,GPT
gpt-4o-mini,slider_crank,MBS,22.00,67.00,37.00,45.00,-30.00,15.00,GPT
gpt-4o-mini,tablecloth,FEA,22.00,44.00,59.00,22.00,15.00,37.00,GPT
gpt-4o-mini,turtlebot,RBT,32.00,70.00,40.00,38.00,-30.00,8.00,GPT
gpt-4o-mini,uazbus,VEH,15.00,72.00,47.00,57.00,-25.00,32.00,GPT
gpt-4o-mini,veh_app,SEN,17.00,32.00,57.00,15.00,25.00,40.00,GPT
gpt-4o-mini,vehros,RBT,12.00,30.00,39.00,18.00,9.00,27.00,GPT
gpt-4o-mini,viper,RBT,0.00,72.00,22.00,72.00,-50.00,22.00,GPT
llama-3.1-405b-instruct,art,VEH,12.00,85.00,90.00,73.00,5.00,78.00,Llama
llama-3.1-405b-instruct,beam,FEA,7.00,69.00,78.00,62.00,9.00,71.00,Llama
llama-3.1-405b-instruct,buckling,FEA,15.00,72.00,57.00,57.00,-15.00,42.00,Llama
llama-3.1-405b-instruct,cable,FEA,20.00,77.00,35.00,57.00,-42.00,15.00,Llama
llama-3.1-405b-instruct,camera,SEN,7.00,49.00,27.00,42.00,-22.00,20.00,Llama
llama-3.1-405b-instruct,citybus,VEH,17.00,32.00,78.00,15.00,46.00,61.00,Llama
llama-3.1-405b-instruct,curiosity,RBT,12.00,62.00,37.00,50.00,-25.00,25.00,Llama
llama-3.1-405b-instruct,feda,VEH,17.00,42.00,39.00,25.00,-3.00,22.00,Llama
llama-3.1-405b-instruct,gator,VEH,17.00,32.00,77.00,15.00,45.00,60.00,Llama
llama-3.1-405b-instruct,gear,MBS,12.00,73.00,54.00,61.00,-19.00,42.00,Llama
llama-3.1-405b-instruct,gps_imu,SEN,7.00,29.00,69.00,22.00,40.00,62.00,Llama
llama-3.1-405b-instruct,handler,RBT,12.00,75.00,20.00,63.00,-55.00,8.00,Llama
llama-3.1-405b-instruct,hmmwv,VEH,22.00,37.00,42.00,15.00,5.00,20.00,Llama
llama-3.1-405b-instruct,kraz,VEH,7.00,77.00,27.00,70.00,-50.00,20.00,Llama
llama-3.1-405b-instruct,lidar,SEN,27.00,42.00,27.00,15.00,-15.00,0.00,Llama
llama-3.1-405b-instruct,m113,VEH,25.00,12.00,27.00,-13.00,15.00,2.00,Llama
llama-3.1-405b-instruct,man,VEH,0.00,54.00,54.00,54.00,0.00,54.00,Llama
llama-3.1-405b-instruct,mass_spring_damper,MBS,20.00,60.00,37.00,40.00,-23.00,17.00,Llama
llama-3.1-405b-instruct,particles,MBS,27.00,75.00,58.00,48.00,-17.00,31.00,Llama
llama-3.1-405b-instruct,pendulum,MBS,15.00,37.00,65.00,22.00,28.00,50.00,Llama
llama-3.1-405b-instruct,rigid_highway,VEH,7.00,75.00,77.00,68.00,2.00,70.00,Llama
llama-3.1-405b-instruct,rigid_multipatches,VEH,15.00,12.00,67.00,-3.00,55.00,52.00,Llama
llama-3.1-405b-instruct,rotor,FEA,25.00,68.00,40.00,43.00,-28.00,15.00,Llama
llama-3.1-405b-instruct,scm,VEH,12.00,64.00,37.00,52.00,-27.00,25.00,Llama
llama-3.1-405b-instruct,scm_hill,VEH,25.00,37.00,32.00,12.00,-5.00,7.00,Llama
llama-3.1-405b-instruct,sedan,VEH,0.00,37.00,25.00,37.00,-12.00,25.00,Llama
llama-3.1-405b-instruct,sensros,RBT,27.00,49.00,69.00,22.00,20.00,42.00,Llama
llama-3.1-405b-instruct,slider_crank,MBS,22.00,67.00,55.00,45.00,-12.00,33.00,Llama
llama-3.1-405b-instruct,tablecloth,FEA,32.00,31.00,42.00,-1.00,11.00,10.00,Llama
llama-3.1-405b-instruct,turtlebot,RBT,12.00,61.00,33.00,49.00,-28.00,21.00,Llama
llama-3.1-405b-instruct,uazbus,VEH,27.00,70.00,37.00,43.00,-33.00,10.00,Llama
llama-3.1-405b-instruct,veh_app,SEN,20.00,19.00,74.00,-1.00,55.00,54.00,Llama
llama-3.1-405b-instruct,vehros,RBT,5.00,30.00,30.00,25.00,0.00,25.00,Llama
llama-3.1-405b-instruct,viper,RBT,27.00,77.00,24.00,50.00,-53.00,-3.00,Llama
llama-3.1-70b-instruct,art,VEH,20.00,90.00,90.00,70.00,0.00,70.00,Llama
llama-3.1-70b-instruct,beam,FEA,12.00,83.00,75.00,71.00,-8.00,63.00,Llama
llama-3.1-70b-instruct,buckling,FEA,17.00,69.00,24.00,52.00,-45.00,7.00,Llama
llama-3.1-70b-instruct,cable,FEA,12.00,77.00,57.00,65.00,-20.00,45.00,Llama
llama-3.1-70b-instruct,camera,SEN,27.00,47.00,27.00,20.00,-20.00,0.00,Llama
llama-3.1-70b-instruct,citybus,VEH,30.00,59.00,87.00,29.00,28.00,57.00,Llama
llama-3.1-70b-instruct,curiosity,RBT,90.00,52.00,35.00,-38.00,-17.00,-55.00,Llama
llama-3.1-70b-instruct,feda,VEH,27.00,22.00,49.00,-5.00,27.00,22.00,Llama
llama-3.1-70b-instruct,gator,VEH,27.00,42.00,69.00,15.00,27.00,42.00,Llama
llama-3.1-70b-instruct,gear,MBS,25.00,74.00,54.00,49.00,-20.00,29.00,Llama
llama-3.1-70b-instruct,gps_imu,SEN,25.00,67.00,69.00,42.00,2.00,44.00,Llama
llama-3.1-70b-instruct,handler,RBT,22.00,91.00,7.00,69.00,-84.00,-15.00,Llama
llama-3.1-70b-instruct,hmmwv,VEH,2.00,35.00,37.00,33.00,2.00,35.00,Llama
llama-3.1-70b-instruct,kraz,VEH,27.00,64.00,25.00,37.00,-39.00,-2.00,Llama
llama-3.1-70b-instruct,lidar,SEN,0.00,35.00,25.00,35.00,-10.00,25.00,Llama
llama-3.1-70b-instruct,m113,VEH,2.00,37.00,32.00,35.00,-5.00,30.00,Llama
llama-3.1-70b-instruct,man,VEH,34.00,68.00,32.00,34.00,-36.00,-2.00,Llama
llama-3.1-70b-instruct,mass_spring_damper,MBS,27.00,54.00,17.00,27.00,-37.00,-10.00,Llama
llama-3.1-70b-instruct,particles,MBS,32.00,67.00,63.00,35.00,-4.00,31.00,Llama
llama-3.1-70b-instruct,pendulum,MBS,10.00,35.00,17.00,25.00,-18.00,7.00,Llama
llama-3.1-70b-instruct,rigid_highway,VEH,7.00,67.00,77.00,60.00,10.00,70.00,Llama
llama-3.1-70b-instruct,rigid_multipatches,VEH,0.00,25.00,72.00,25.00,47.00,72.00,Llama
llama-3.1-70b-instruct,rotor,FEA,17.00,60.00,55.00,43.00,-5.00,38.00,Llama
llama-3.1-70b-instruct,scm,VEH,25.00,54.00,37.00,29.00,-17.00,12.00,Llama
llama-3.1-70b-instruct,scm_hill,VEH,17.00,37.00,39.00,20.00,2.00,22.00,Llama
llama-3.1-70b-instruct,sedan,VEH,40.00,25.00,27.00,-15.00,2.00,-13.00,Llama
llama-3.1-70b-instruct,sensros,RBT,30.00,9.00,70.00,-21.00,61.00,40.00,Llama
llama-3.1-70b-instruct,slider_crank,MBS,10.00,37.00,57.00,27.00,20.00,47.00,Llama
llama-3.1-70b-instruct,tablecloth,FEA,27.00,46.00,40.00,19.00,-6.00,13.00,Llama
llama-3.1-70b-instruct,turtlebot,RBT,20.00,71.00,33.00,51.00,-38.00,13.00,Llama
llama-3.1-70b-instruct,uazbus,VEH,2.00,62.00,49.00,60.00,-13.00,47.00,Llama
llama-3.1-70b-instruct,veh_app,SEN,2.00,27.00,67.00,25.00,40.00,65.00,Llama
llama-3.1-70b-instruct,vehros,RBT,15.00,15.00,27.00,0.00,12.00,12.00,Llama
llama-3.1-70b-instruct,viper,RBT,20.00,67.00,37.00,47.00,-30.00,17.00,Llama
llama-3.1-8b-instruct,art,VEH,15.00,90.00,75.00,75.00,-15.00,60.00,Llama
llama-3.1-8b-instruct,beam,FEA,19.00,67.00,72.00,48.00,5.00,53.00,Llama
llama-3.1-8b-instruct,buckling,FEA,12.00,72.00,42.00,60.00,-30.00,30.00,Llama
llama-3.1-8b-instruct,cable,FEA,15.00,62.00,22.00,47.00,-40.00,7.00,Llama
llama-3.1-8b-instruct,camera,SEN,15.00,52.00,12.00,37.00,-40.00,-3.00,Llama
llama-3.1-8b-instruct,citybus,VEH,20.00,39.00,80.00,19.00,41.00,60.00,Llama
llama-3.1-8b-instruct,curiosity,RBT,50.00,59.00,49.00,9.00,-10.00,-1.00,Llama
llama-3.1-8b-instruct,feda,VEH,17.00,39.00,37.00,22.00,-2.00,20.00,Llama
llama-3.1-8b-instruct,gator,VEH,12.00,22.00,72.00,10.00,50.00,60.00,Llama
llama-3.1-8b-instruct,gear,MBS,7.00,83.00,42.00,76.00,-41.00,35.00,Llama
llama-3.1-8b-instruct,gps_imu,SEN,25.00,70.00,82.00,45.00,12.00,57.00,Llama
llama-3.1-8b-instruct,handler,RBT,15.00,60.00,30.00,45.00,-30.00,15.00,Llama
llama-3.1-8b-instruct,hmmwv,VEH,25.00,35.00,44.00,10.00,9.00,19.00,Llama
llama-3.1-8b-instruct,kraz,VEH,7.00,68.00,25.00,61.00,-43.00,18.00,Llama
llama-3.1-8b-instruct,lidar,SEN,0.00,12.00,7.00,12.00,-5.00,7.00,Llama
llama-3.1-8b-instruct,m113,VEH,17.00,37.00,27.00,20.00,-10.00,10.00,Llama
llama-3.1-8b-instruct,man,VEH,0.00,44.00,27.00,44.00,-17.00,27.00,Llama
llama-3.1-8b-instruct,mass_spring_damper,MBS,25.00,60.00,53.00,35.00,-7.00,28.00,Llama
llama-3.1-8b-instruct,particles,MBS,7.00,70.00,69.00,63.00,-1.00,62.00,Llama
llama-3.1-8b-instruct,pendulum,MBS,0.00,54.00,28.00,54.00,-26.00,28.00,Llama
llama-3.1-8b-instruct,rigid_highway,VEH,27.00,75.00,77.00,48.00,2.00,50.00,Llama
llama-3.1-8b-instruct,rigid_multipatches,VEH,17.00,52.00,64.00,35.00,12.00,47.00,Llama
llama-3.1-8b-instruct,rotor,FEA,7.00,59.00,49.00,52.00,-10.00,42.00,Llama
llama-3.1-8b-instruct,scm,VEH,17.00,12.00,37.00,-5.00,25.00,20.00,Llama
llama-3.1-8b-instruct,scm_hill,VEH,15.00,17.00,42.00,2.00,25.00,27.00,Llama
llama-3.1-8b-instruct,sedan,VEH,65.00,30.00,14.00,-35.00,-16.00,-51.00,Llama
llama-3.1-8b-instruct,sensros,RBT,12.00,47.00,69.00,35.00,22.00,57.00,Llama
llama-3.1-8b-instruct,slider_crank,MBS,10.00,54.00,37.00,44.00,-17.00,27.00,Llama
llama-3.1-8b-instruct,tablecloth,FEA,10.00,72.00,60.00,62.00,-12.00,50.00,Llama
llama-3.1-8b-instruct,turtlebot,RBT,7.00,67.00,10.00,60.00,-57.00,3.00,Llama
llama-3.1-8b-instruct,uazbus,VEH,2.00,78.00,34.00,76.00,-44.00,32.00,Llama
llama-3.1-8b-instruct,veh_app,SEN,25.00,37.00,42.00,12.00,5.00,17.00,Llama
llama-3.1-8b-instruct,vehros,RBT,10.00,40.00,32.00,30.00,-8.00,22.00,Llama
llama-3.1-8b-instruct,viper,RBT,0.00,77.00,37.00,77.00,-40.00,37.00,Llama
llama-3.3-70b-instruct,art,VEH,7.00,90.00,88.00,83.00,-2.00,81.00,Llama
llama-3.3-70b-instruct,beam,FEA,12.00,78.00,77.00,66.00,-1.00,65.00,Llama
llama-3.3-70b-instruct,buckling,FEA,2.00,69.00,27.00,67.00,-42.00,25.00,Llama
llama-3.3-70b-instruct,cable,FEA,30.00,67.00,30.00,37.00,-37.00,0.00,Llama
llama-3.3-70b-instruct,camera,SEN,17.00,62.00,39.00,45.00,-23.00,22.00,Llama
llama-3.3-70b-instruct,citybus,VEH,10.00,57.00,85.00,47.00,28.00,75.00,Llama
llama-3.3-70b-instruct,curiosity,RBT,29.00,60.00,50.00,31.00,-10.00,21.00,Llama
llama-3.3-70b-instruct,feda,VEH,12.00,57.00,25.00,45.00,-32.00,13.00,Llama
llama-3.3-70b-instruct,gator,VEH,10.00,59.00,72.00,49.00,13.00,62.00,Llama
llama-3.3-70b-instruct,gear,MBS,17.00,72.00,37.00,55.00,-35.00,20.00,Llama
llama-3.3-70b-instruct,gps_imu,SEN,20.00,52.00,69.00,32.00,17.00,49.00,Llama
llama-3.3-70b-instruct,handler,RBT,20.00,70.00,44.00,50.00,-26.00,24.00,Llama
llama-3.3-70b-instruct,hmmwv,VEH,25.00,25.00,59.00,0.00,34.00,34.00,Llama
llama-3.3-70b-instruct,kraz,VEH,17.00,69.00,32.00,52.00,-37.00,15.00,Llama
llama-3.3-70b-instruct,lidar,SEN,25.00,35.00,27.00,10.00,-8.00,2.00,Llama
llama-3.3-70b-instruct,m113,VEH,12.00,52.00,35.00,40.00,-17.00,23.00,Llama
llama-3.3-70b-instruct,man,VEH,17.00,44.00,39.00,27.00,-5.00,22.00,Llama
llama-3.3-70b-instruct,mass_spring_damper,MBS,2.00,59.00,63.00,57.00,4.00,61.00,Llama
llama-3.3-70b-instruct,particles,MBS,32.00,67.00,65.00,35.00,-2.00,33.00,Llama
llama-3.3-70b-instruct,pendulum,MBS,22.00,34.00,63.00,12.00,29.00,41.00,Llama
llama-3.3-70b-instruct,rigid_highway,VEH,32.00,67.00,78.00,35.00,11.00,46.00,Llama
llama-3.3-70b-instruct,rigid_multipatches,VEH,27.00,12.00,80.00,-15.00,68.00,53.00,Llama
llama-3.3-70b-instruct,rotor,FEA,25.00,64.00,47.00,39.00,-17.00,22.00,Llama
llama-3.3-70b-instruct,scm,VEH,20.00,52.00,25.00,32.00,-27.00,5.00,Llama
llama-3.3-70b-instruct,scm_hill,VEH,30.00,29.00,39.00,-1.00,10.00,9.00,Llama
llama-3.3-70b-instruct,sedan,VEH,25.00,37.00,39.00,12.00,2.00,14.00,Llama
llama-3.3-70b-instruct,sensros,RBT,2.00,32.00,77.00,30.00,45.00,75.00,Llama
llama-3.3-70b-instruct,slider_crank,MBS,30.00,52.00,67.00,22.00,15.00,37.00,Llama
llama-3.3-70b-instruct,tablecloth,FEA,27.00,71.00,50.00,44.00,-21.00,23.00,Llama
llama-3.3-70b-instruct,turtlebot,RBT,17.00,59.00,12.00,42.00,-47.00,-5.00,Llama
llama-3.3-70b-instruct,uazbus,VEH,30.00,73.00,49.00,43.00,-24.00,19.00,Llama
llama-3.3-70b-instruct,veh_app,SEN,17.00,27.00,12.00,10.00,-15.00,-5.00,Llama
llama-3.3-70b-instruct,vehros,RBT,17.00,42.00,30.00,25.00,-12.00,13.00,Llama
llama-3.3-70b-instruct,viper,RBT,15.00,83.00,29.00,68.00,-54.00,14.00,Llama
llama4_maverick,art,VEH,25.00,80.00,68.00,55.00,-12.00,43.00,Llama
llama4_maverick,beam,FEA,25.00,79.00,67.00,54.00,-12.00,42.00,Llama
llama4_maverick,buckling,FEA,22.00,90.00,49.00,68.00,-41.00,27.00,Llama
llama4_maverick,cable,FEA,15.00,68.00,45.00,53.00,-23.00,30.00,Llama
llama4_maverick,camera,SEN,20.00,37.00,37.00,17.00,0.00,17.00,Llama
llama4_maverick,citybus,VEH,27.00,72.00,65.00,45.00,-7.00,38.00,Llama
llama4_maverick,curiosity,RBT,27.00,51.00,44.00,24.00,-7.00,17.00,Llama
llama4_maverick,feda,VEH,22.00,68.00,27.00,46.00,-41.00,5.00,Llama
llama4_maverick,gator,VEH,37.00,39.00,59.00,2.00,20.00,22.00,Llama
llama4_maverick,gear,MBS,12.00,64.00,47.00,52.00,-17.00,35.00,Llama
llama4_maverick,gps_imu,SEN,22.00,49.00,69.00,27.00,20.00,47.00,Llama
llama4_maverick,handler,RBT,20.00,67.00,12.00,47.00,-55.00,-8.00,Llama
llama4_maverick,hmmwv,VEH,25.00,47.00,65.00,22.00,18.00,40.00,Llama
llama4_maverick,kraz,VEH,17.00,39.00,7.00,22.00,-32.00,-10.00,Llama
llama4_maverick,lidar,SEN,24.00,35.00,25.00,11.00,-10.00,1.00,Llama
llama4_maverick,m113,VEH,27.00,34.00,57.00,7.00,23.00,30.00,Llama
llama4_maverick,man,VEH,30.00,51.00,37.00,21.00,-14.00,7.00,Llama
llama4_maverick,mass_spring_damper,MBS,39.00,67.00,57.00,28.00,-10.00,18.00,Llama
llama4_maverick,particles,MBS,22.00,67.00,63.00,45.00,-4.00,41.00,Llama
llama4_maverick,pendulum,MBS,15.00,52.00,43.00,37.00,-9.00,28.00,Llama
llama4_maverick,rigid_highway,VEH,20.00,72.00,69.00,52.00,-3.00,49.00,Llama
llama4_maverick,rigid_multipatches,VEH,22.00,9.00,49.00,-13.00,40.00,27.00,Llama
llama4_maverick,rotor,FEA,27.00,80.00,55.00,53.00,-25.00,28.00,Llama
llama4_maverick,scm,VEH,27.00,27.00,39.00,0.00,12.00,12.00,Llama
llama4_maverick,scm_hill,VEH,15.00,32.00,32.00,17.00,0.00,17.00,Llama
llama4_maverick,sedan,VEH,30.00,52.00,2.00,22.00,-50.00,-28.00,Llama
llama4_maverick,sensros,RBT,30.00,30.00,85.00,0.00,55.00,55.00,Llama
llama4_maverick,slider_crank,MBS,12.00,67.00,62.00,55.00,-5.00,50.00,Llama
llama4_maverick,tablecloth,FEA,12.00,47.00,69.00,35.00,22.00,57.00,Llama
llama4_maverick,turtlebot,RBT,27.00,71.00,32.00,44.00,-39.00,5.00,Llama
llama4_maverick,uazbus,VEH,27.00,72.00,35.00,45.00,-37.00,8.00,Llama
llama4_maverick,veh_app,SEN,0.00,22.00,7.00,22.00,-15.00,7.00,Llama
llama4_maverick,vehros,RBT,30.00,52.00,36.00,22.00,-16.00,6.00,Llama
llama4_maverick,viper,RBT,27.00,78.00,27.00,51.00,-51.00,0.00,Llama
llama4_scout,art,VEH,20.00,82.00,75.00,62.00,-7.00,55.00,Llama
llama4_scout,beam,FEA,15.00,37.00,73.00,22.00,36.00,58.00,Llama
llama4_scout,buckling,FEA,27.00,69.00,27.00,42.00,-42.00,0.00,Llama
llama4_scout,cable,FEA,22.00,82.00,27.00,60.00,-55.00,5.00,Llama
llama4_scout,camera,SEN,27.00,62.00,32.00,35.00,-30.00,5.00,Llama
llama4_scout,citybus,VEH,25.00,62.00,65.00,37.00,3.00,40.00,Llama
llama4_scout,curiosity,RBT,27.00,44.00,37.00,17.00,-7.00,10.00,Llama
llama4_scout,feda,VEH,27.00,52.00,25.00,25.00,-27.00,-2.00,Llama
llama4_scout,gator,VEH,10.00,54.00,69.00,44.00,15.00,59.00,Llama
llama4_scout,gear,MBS,15.00,78.00,44.00,63.00,-34.00,29.00,Llama
llama4_scout,gps_imu,SEN,20.00,29.00,90.00,9.00,61.00,70.00,Llama
llama4_scout,handler,RBT,32.00,70.00,25.00,38.00,-45.00,-7.00,Llama
llama4_scout,hmmwv,VEH,30.00,30.00,67.00,0.00,37.00,37.00,Llama
llama4_scout,kraz,VEH,10.00,59.00,30.00,49.00,-29.00,20.00,Llama
llama4_scout,lidar,SEN,7.00,30.00,0.00,23.00,-30.00,-7.00,Llama
llama4_scout,m113,VEH,7.00,32.00,39.00,25.00,7.00,32.00,Llama
llama4_scout,man,VEH,32.00,44.00,34.00,12.00,-10.00,2.00,Llama
llama4_scout,mass_spring_damper,MBS,30.00,57.00,63.00,27.00,6.00,33.00,Llama
llama4_scout,particles,MBS,32.00,67.00,32.00,35.00,-35.00,0.00,Llama
llama4_scout,pendulum,MBS,30.00,47.00,33.00,17.00,-14.00,3.00,Llama
llama4_scout,rigid_highway,VEH,15.00,69.00,77.00,54.00,8.00,62.00,Llama
llama4_scout,rigid_multipatches,VEH,25.00,27.00,77.00,2.00,50.00,52.00,Llama
llama4_scout,rotor,FEA,15.00,63.00,47.00,48.00,-16.00,32.00,Llama
llama4_scout,scm,VEH,10.00,34.00,44.00,24.00,10.00,34.00,Llama
llama4_scout,scm_hill,VEH,27.00,32.00,40.00,5.00,8.00,13.00,Llama
llama4_scout,sedan,VEH,0.00,67.00,20.00,67.00,-47.00,20.00,Llama
llama4_scout,sensros,RBT,15.00,44.00,60.00,29.00,16.00,45.00,Llama
llama4_scout,slider_crank,MBS,30.00,39.00,54.00,9.00,15.00,24.00,Llama
llama4_scout,tablecloth,FEA,42.00,59.00,61.00,17.00,2.00,19.00,Llama
llama4_scout,turtlebot,RBT,22.00,72.00,36.00,50.00,-36.00,14.00,Llama
llama4_scout,uazbus,VEH,10.00,57.00,50.00,47.00,-7.00,40.00,Llama
llama4_scout,veh_app,SEN,27.00,49.00,62.00,22.00,13.00,35.00,Llama
llama4_scout,vehros,RBT,25.00,55.00,47.00,30.00,-8.00,22.00,Llama
llama4_scout,viper,RBT,27.00,79.00,34.00,52.00,-45.00,7.00,Llama
mamba-codestral-7b-v0.1,art,VEH,7.00,90.00,90.00,83.00,0.00,83.00,Other
mamba-codestral-7b-v0.1,beam,FEA,0.00,25.00,45.00,25.00,20.00,45.00,Other
mamba-codestral-7b-v0.1,buckling,FEA,10.00,35.00,0.00,25.00,-35.00,-10.00,Other
mamba-codestral-7b-v0.1,cable,FEA,7.00,72.00,25.00,65.00,-47.00,18.00,Other
mamba-codestral-7b-v0.1,camera,SEN,15.00,12.00,32.00,-3.00,20.00,17.00,Other
mamba-codestral-7b-v0.1,citybus,VEH,15.00,0.00,73.00,-15.00,73.00,58.00,Other
mamba-codestral-7b-v0.1,curiosity,RBT,25.00,58.00,43.00,33.00,-15.00,18.00,Other
mamba-codestral-7b-v0.1,feda,VEH,25.00,62.00,29.00,37.00,-33.00,4.00,Other
mamba-codestral-7b-v0.1,gator,VEH,25.00,44.00,0.00,19.00,-44.00,-25.00,Other
mamba-codestral-7b-v0.1,gear,MBS,24.00,17.00,12.00,-7.00,-5.00,-12.00,Other
mamba-codestral-7b-v0.1,gps_imu,SEN,2.00,0.00,17.00,-2.00,17.00,15.00,Other
mamba-codestral-7b-v0.1,handler,RBT,20.00,55.00,30.00,35.00,-25.00,10.00,Other
mamba-codestral-7b-v0.1,hmmwv,VEH,7.00,44.00,74.00,37.00,30.00,67.00,Other
mamba-codestral-7b-v0.1,kraz,VEH,7.00,80.00,22.00,73.00,-58.00,15.00,Other
mamba-codestral-7b-v0.1,lidar,SEN,15.00,39.00,0.00,24.00,-39.00,-15.00,Other
mamba-codestral-7b-v0.1,m113,VEH,7.00,25.00,47.00,18.00,22.00,40.00,Other
mamba-codestral-7b-v0.1,man,VEH,37.00,44.00,39.00,7.00,-5.00,2.00,Other
mamba-codestral-7b-v0.1,mass_spring_damper,MBS,25.00,27.00,34.00,2.00,7.00,9.00,Other
mamba-codestral-7b-v0.1,particles,MBS,0.00,73.00,88.00,73.00,15.00,88.00,Other
mamba-codestral-7b-v0.1,pendulum,MBS,25.00,55.00,40.00,30.00,-15.00,15.00,Other
mamba-codestral-7b-v0.1,rigid_highway,VEH,15.00,82.00,85.00,67.00,3.00,70.00,Other
mamba-codestral-7b-v0.1,rigid_multipatches,VEH,7.00,67.00,25.00,60.00,-42.00,18.00,Other
mamba-codestral-7b-v0.1,rotor,FEA,17.00,60.00,57.00,43.00,-3.00,40.00,Other
mamba-codestral-7b-v0.1,scm,VEH,7.00,12.00,50.00,5.00,38.00,43.00,Other
mamba-codestral-7b-v0.1,scm_hill,VEH,2.00,35.00,57.00,33.00,22.00,55.00,Other
mamba-codestral-7b-v0.1,sedan,VEH,10.00,35.00,37.00,25.00,2.00,27.00,Other
mamba-codestral-7b-v0.1,sensros,RBT,22.00,19.00,0.00,-3.00,-19.00,-22.00,Other
mamba-codestral-7b-v0.1,slider_crank,MBS,10.00,64.00,72.00,54.00,8.00,62.00,Other
mamba-codestral-7b-v0.1,tablecloth,FEA,32.00,67.00,0.00,35.00,-67.00,-32.00,Other
mamba-codestral-7b-v0.1,turtlebot,RBT,15.00,59.00,17.00,44.00,-42.00,2.00,Other
mamba-codestral-7b-v0.1,uazbus,VEH,17.00,52.00,5.00,35.00,-47.00,-12.00,Other
