model,system,round,codebleu,ngram_match_score,weighted_ngram_match_score,syntax_match_score,dataflow_match_score,rouge1,rouge2,rougeL,rougeLsum,score_document,score_reference,score_reference_document
llama-3.3-70b-instruct,citybus,round_1,0.2610,0.0374,0.0620,0.7322,0.2124,0.4041,0.1718,0.2466,0.4041,57,15,10
llama-3.3-70b-instruct,citybus,round_2,0.8649,0.8533,0.8568,0.9511,0.7983,0.9798,0.9596,0.9647,0.9798,12,59,57
llama-3.3-70b-instruct,citybus,round_3,0.9939,0.9878,0.9880,1.0000,1.0000,0.9961,0.9936,0.9961,0.9961,12,85,85
llama-3.3-70b-instruct,curiosity,round_1,0.2946,0.0270,0.0298,0.5848,0.5366,0.5466,0.2004,0.3341,0.5466,17,2,29
llama-3.3-70b-instruct,curiosity,round_2,0.8297,0.8211,0.8451,0.9512,0.7014,0.9344,0.8782,0.9105,0.9344,69,32,60
llama-3.3-70b-instruct,curiosity,round_3,0.6086,0.6034,0.6235,0.9011,0.3064,0.8432,0.7398,0.7773,0.8432,65,34,50
llama-3.3-70b-instruct,feda,round_1,0.2423,0.0345,0.0709,0.6887,0.1749,0.3570,0.1609,0.2696,0.3570,27,25,12
llama-3.3-70b-instruct,feda,round_2,0.7370,0.8575,0.8629,0.9500,0.2778,0.9438,0.9069,0.9333,0.9438,12,57,57
llama-3.3-70b-instruct,feda,round_3,0.6265,0.6515,0.6624,0.9112,0.2808,0.8305,0.7691,0.7695,0.8305,12,32,25
llama-3.3-70b-instruct,gator,round_1,0.2099,0.0191,0.0580,0.5923,0.1704,0.3025,0.1139,0.2004,0.2987,12,0,10
llama-3.3-70b-instruct,gator,round_2,0.6534,0.6564,0.6639,0.9321,0.3614,0.8746,0.7977,0.8115,0.8746,19,27,59
llama-3.3-70b-instruct,gator,round_3,0.9603,0.9651,0.9657,1.0000,0.9103,0.9921,0.9841,0.9921,0.9921,88,72,72
llama-3.3-70b-instruct,gear,round_1,0.2563,0.0583,0.0706,0.6456,0.2509,0.4694,0.2135,0.2828,0.4694,22,12,17
llama-3.3-70b-instruct,gear,round_2,0.9914,0.9779,0.9878,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,57,78,72
llama-3.3-70b-instruct,gear,round_3,0.8465,0.7861,0.7895,0.9507,0.8596,0.9361,0.8983,0.9318,0.9361,44,17,37
llama-3.3-70b-instruct,gps_imu,round_1,0.2614,0.0458,0.0591,0.7103,0.2305,0.3523,0.1222,0.2172,0.3523,12,0,20
llama-3.3-70b-instruct,gps_imu,round_2,0.7389,0.8281,0.8233,0.9542,0.3501,0.9442,0.8991,0.8885,0.9442,72,52,52
llama-3.3-70b-instruct,gps_imu,round_3,0.7958,0.9206,0.9173,0.9819,0.3631,0.9859,0.9664,0.9647,0.9859,42,78,69
llama-3.3-70b-instruct,handler,round_1,0.3153,0.0249,0.0304,0.6008,0.6051,0.3940,0.1575,0.2838,0.3940,25,17,20
llama-3.3-70b-instruct,handler,round_2,0.9775,0.9635,0.9758,0.9707,0.0000,0.9964,0.9928,0.9964,0.9964,27,60,70
llama-3.3-70b-instruct,handler,round_3,0.6299,0.5569,0.5660,0.8354,0.5611,0.8202,0.6952,0.7063,0.8202,55,14,44
llama-3.3-70b-instruct,hmmwv,round_1,0.2647,0.0509,0.0669,0.7080,0.2332,0.3416,0.1142,0.2044,0.3416,15,17,25
llama-3.3-70b-instruct,hmmwv,round_2,0.5772,0.4499,0.5770,0.8581,0.4239,0.6698,0.5648,0.5860,0.6698,12,20,25
llama-3.3-70b-instruct,hmmwv,round_3,0.6722,0.7226,0.7186,0.8762,0.3714,0.9482,0.8774,0.8118,0.9482,59,47,59
llama-3.3-70b-instruct,kraz,round_1,0.2245,0.0406,0.0616,0.6299,0.1659,0.3816,0.1418,0.2261,0.3781,52,0,17
llama-3.3-70b-instruct,kraz,round_2,0.6742,0.7608,0.7508,0.9176,0.2677,0.8827,0.8399,0.8358,0.8827,67,39,69
llama-3.3-70b-instruct,kraz,round_3,0.5970,0.5010,0.5080,0.8958,0.4831,0.8270,0.6949,0.7423,0.8270,12,25,32
llama-3.3-70b-instruct,lidar,round_1,0.2526,0.0325,0.0533,0.6131,0.3116,0.3859,0.1194,0.2476,0.3826,12,12,25
llama-3.3-70b-instruct,lidar,round_2,0.7723,0.8476,0.8532,0.9549,0.4333,0.9307,0.8884,0.7542,0.9307,17,0,35
llama-3.3-70b-instruct,lidar,round_3,0.3840,0.2319,0.2640,0.6489,0.3911,0.6421,0.4455,0.4760,0.6384,12,8,27
llama-3.3-70b-instruct,m113,round_1,0.2511,0.0460,0.0687,0.7076,0.1822,0.4389,0.1954,0.2508,0.4356,82,0,12
llama-3.3-70b-instruct,m113,round_2,0.8105,0.7687,0.7935,0.9596,0.7204,0.9125,0.8603,0.8952,0.9125,69,32,52
llama-3.3-70b-instruct,m113,round_3,0.8827,0.8865,0.9130,0.9624,0.7689,0.9598,0.9252,0.9024,0.9598,16,32,35
llama-3.3-70b-instruct,man,round_1,0.1773,0.0055,0.0061,0.5675,0.1300,0.2671,0.1021,0.1940,0.2639,20,7,17
llama-3.3-70b-instruct,man,round_2,0.8325,0.8566,0.8602,0.9755,0.6376,0.9447,0.9265,0.9369,0.9447,58,57,44
llama-3.3-70b-instruct,man,round_3,0.6391,0.5463,0.5804,0.8947,0.5350,0.8439,0.7697,0.7323,0.8439,17,32,39
llama-3.3-70b-instruct,mass_spring_damper,round_1,0.3358,0.0654,0.1143,0.7083,0.4554,0.4122,0.1352,0.2694,0.4122,77,0,2
llama-3.3-70b-instruct,mass_spring_damper,round_2,0.7315,0.6223,0.6385,0.9249,0.7404,0.9172,0.8463,0.8820,0.9172,24,54,59
llama-3.3-70b-instruct,mass_spring_damper,round_3,0.9364,0.8733,0.8748,0.9975,1.0000,0.9848,0.9683,0.9708,0.9848,62,42,63
llama-3.3-70b-instruct,particles,round_1,0.3047,0.0427,0.0598,0.6985,0.4179,0.3324,0.1140,0.1720,0.3294,12,17,32
llama-3.3-70b-instruct,particles,round_2,0.8462,0.8171,0.8194,0.9498,0.7984,0.9621,0.9252,0.8764,0.9572,49,63,67
llama-3.3-70b-instruct,particles,round_3,0.9137,0.8309,0.8504,0.9870,0.9865,0.9521,0.9148,0.9052,0.9521,62,57,65
llama-3.3-70b-instruct,pendulum,round_1,0.3394,0.1075,0.1156,0.7049,0.4297,0.4492,0.1915,0.3178,0.4407,55,0,22
llama-3.3-70b-instruct,pendulum,round_2,0.7665,0.6841,0.7842,0.9363,0.6615,0.8771,0.8361,0.8697,0.8771,62,12,34
llama-3.3-70b-instruct,pendulum,round_3,0.8417,0.8023,0.8399,0.9427,0.7820,0.9815,0.9576,0.9259,0.9815,75,63,63
llama-3.3-70b-instruct,rigid_highway,round_1,0.2441,0.0347,0.0577,0.7117,0.1723,0.3690,0.1151,0.2078,0.3690,69,27,32
llama-3.3-70b-instruct,rigid_highway,round_2,0.7816,0.8479,0.9303,0.9736,0.3745,0.9014,0.8807,0.8973,0.9014,12,32,67
llama-3.3-70b-instruct,rigid_highway,round_3,0.7550,0.8606,0.8644,0.9550,0.3402,0.9818,0.9672,0.9600,0.9770,85,69,78
llama-3.3-70b-instruct,rigid_multipatches,round_1,0.2783,0.0316,0.0370,0.6728,0.3715,0.3224,0.1078,0.2176,0.3224,67,7,27
llama-3.3-70b-instruct,rigid_multipatches,round_2,0.7261,0.7550,0.7669,0.9607,0.4220,0.9271,0.8460,0.8341,0.9271,77,27,12
llama-3.3-70b-instruct,rigid_multipatches,round_3,0.7749,0.7967,0.8000,0.9931,0.5099,0.9881,0.9773,0.9579,0.9881,54,59,80
llama-3.3-70b-instruct,rotor,round_1,0.2044,0.0352,0.0506,0.5664,0.1654,0.4051,0.1477,0.2805,0.4051,45,12,25
llama-3.3-70b-instruct,rotor,round_2,0.7865,0.9125,0.9330,0.9847,0.3158,0.9897,0.9782,0.9897,0.9874,12,54,64
llama-3.3-70b-instruct,rotor,round_3,0.7115,0.7296,0.7350,0.8862,0.4953,0.9351,0.8613,0.8364,0.9351,80,45,47
llama-3.3-70b-instruct,scm,round_1,0.2399,0.0494,0.0695,0.6676,0.1731,0.4303,0.1460,0.2415,0.4272,0,0,20
llama-3.3-70b-instruct,scm,round_2,0.5707,0.5650,0.5799,0.8246,0.3134,0.8210,0.7334,0.7933,0.8210,44,44,52
llama-3.3-70b-instruct,scm,round_3,0.6588,0.6206,0.6260,0.8782,0.5103,0.7949,0.7193,0.6832,0.7912,17,27,25
llama-3.3-70b-instruct,scm_hill,round_1,0.2629,0.0531,0.0719,0.6825,0.2441,0.4342,0.2079,0.2862,0.4342,57,0,30
llama-3.3-70b-instruct,scm_hill,round_2,0.6153,0.6355,0.6562,0.9065,0.2632,0.8524,0.7777,0.7465,0.8524,47,35,29
llama-3.3-70b-instruct,scm_hill,round_3,0.8380,0.8855,0.8909,0.9501,0.6256,0.9355,0.9191,0.9301,0.9355,22,17,39
llama-3.3-70b-instruct,sedan,round_1,0.2574,0.0517,0.0615,0.6995,0.2168,0.4163,0.1301,0.2383,0.4163,22,25,25
llama-3.3-70b-instruct,sedan,round_2,0.6156,0.4946,0.5906,0.9427,0.4346,0.7634,0.6341,0.7283,0.7634,2,57,37
llama-3.3-70b-instruct,sedan,round_3,0.5888,0.5779,0.5874,0.8831,0.3069,0.8111,0.7251,0.7428,0.8111,62,12,39
llama-3.3-70b-instruct,sensros,round_1,0.2437,0.0087,0.0104,0.6341,0.3214,0.3223,0.1070,0.2113,0.3138,22,0,2
llama-3.3-70b-instruct,sensros,round_2,0.8503,0.8311,0.8363,0.9786,0.7550,0.9367,0.9128,0.9335,0.9367,39,29,32
llama-3.3-70b-instruct,sensros,round_3,0.9834,0.9682,0.9882,0.9822,0.9950,0.9915,0.9899,0.9915,0.9915,0,68,77
llama-3.3-70b-instruct,slider_crank,round_1,0.3016,0.0899,0.0966,0.6304,0.3895,0.5358,0.2603,0.3754,0.5358,72,22,30
llama-3.3-70b-instruct,slider_crank,round_2,0.8216,0.7134,0.7994,0.8987,0.8750,0.8526,0.8027,0.8009,0.8481,54,59,52
llama-3.3-70b-instruct,slider_crank,round_3,0.8620,0.8363,0.8665,0.9563,0.7888,0.9757,0.9440,0.9733,0.9757,17,70,67
llama-3.3-70b-instruct,tablecloth,round_1,0.2364,0.0455,0.0585,0.5838,0.2577,0.3114,0.1111,0.2216,0.3084,37,15,27
llama-3.3-70b-instruct,tablecloth,round_2,0.6869,0.7052,0.7117,0.8661,0.4645,0.9245,0.8609,0.8510,0.9245,86,51,71
llama-3.3-70b-instruct,tablecloth,round_3,0.9965,0.9939,0.9941,0.9980,1.0000,0.9980,0.9960,0.9980,0.9980,54,63,50
llama-3.3-70b-instruct,turtlebot,round_1,0.2164,0.0228,0.0264,0.5217,0.2946,0.4226,0.1877,0.3391,0.4226,25,0,17
llama-3.3-70b-instruct,turtlebot,round_2,0.7928,0.7242,0.7401,0.8581,0.8487,0.9283,0.8459,0.8874,0.9283,82,78,59
llama-3.3-70b-instruct,turtlebot,round_3,0.4669,0.4145,0.4578,0.7904,0.2050,0.7442,0.6318,0.6376,0.7442,84,12,12
llama-3.3-70b-instruct,uazbus,round_1,0.2430,0.0406,0.0627,0.7163,0.1525,0.3431,0.1311,0.2059,0.3431,42,0,30
llama-3.3-70b-instruct,uazbus,round_2,0.8384,0.7873,0.7912,0.9286,0.8465,0.9033,0.8524,0.8374,0.9033,29,69,73
llama-3.3-70b-instruct,uazbus,round_3,0.8797,0.9084,0.9260,0.9653,0.7189,0.9715,0.9429,0.9002,0.9715,72,62,49
llama-3.3-70b-instruct,veh_app,round_1,0.2495,0.0505,0.0724,0.6250,0.2500,0.3208,0.1130,0.1879,0.3208,22,20,17
llama-3.3-70b-instruct,veh_app,round_2,0.8407,0.8133,0.8378,0.9217,0.7901,0.9238,0.8634,0.8218,0.9238,45,27,27
llama-3.3-70b-instruct,veh_app,round_3,0.8590,0.8343,0.8378,0.9708,0.7930,0.9587,0.9099,0.9248,0.9587,22,12,12
llama-3.3-70b-instruct,vehros,round_1,0.3094,0.0331,0.0640,0.7207,0.4196,0.2202,0.0749,0.1563,0.2167,37,0,17
llama-3.3-70b-instruct,vehros,round_2,0.6116,0.5216,0.5564,0.8952,0.4734,0.8520,0.7879,0.7583,0.8520,67,37,42
llama-3.3-70b-instruct,vehros,round_3,0.7201,0.7419,0.7527,0.9135,0.4725,0.9155,0.8527,0.7904,0.9155,12,35,30
llama-3.3-70b-instruct,viper,round_1,0.2472,0.0434,0.0525,0.6092,0.2836,0.4951,0.2000,0.3544,0.4951,17,5,15
llama-3.3-70b-instruct,viper,round_2,0.9621,0.9694,0.9694,0.9907,0.9188,1.0000,0.9857,0.9801,1.0000,82,82,83
llama-3.3-70b-instruct,viper,round_3,0.7207,0.7012,0.7170,0.9091,0.5556,0.8874,0.8087,0.8442,0.8874,59,12,29
llama3.1-8b-f1,art,round_1,0.4355,0.1864,0.3336,0.8503,0.3717,0.4875,0.3182,0.3306,0.4875,20,20,17
llama3.1-8b-f1,art,round_2,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,32,100,79
llama3.1-8b-f1,art,round_3,0.9671,0.9777,0.9777,0.9973,0.9159,1.0000,0.9923,0.9846,1.0000,64,90,90
llama3.1-8b-f1,beam,round_1,0.2845,0.0407,0.0516,0.7139,0.3318,0.2436,0.1264,0.1891,0.2436,14,9,19
llama3.1-8b-f1,beam,round_2,0.8172,0.7795,0.7873,0.9465,0.7554,0.9462,0.9434,0.9462,0.9462,67,47,57
llama3.1-8b-f1,beam,round_3,0.9304,0.9297,0.9354,0.9907,0.8659,0.9868,0.9819,0.9434,0.9868,32,65,62
llama3.1-8b-f1,buckling,round_1,0.2875,0.0353,0.0387,0.7286,0.3474,0.1896,0.0892,0.1303,0.1880,12,12,7
llama3.1-8b-f1,buckling,round_2,0.9773,0.9542,0.9552,1.0000,1.0000,0.9961,0.9946,0.9961,0.9961,67,74,72
llama3.1-8b-f1,buckling,round_3,0.6188,0.5382,0.5561,0.9790,0.4020,0.8726,0.7442,0.8274,0.8726,12,0,32
llama3.1-8b-f1,cable,round_1,0.3181,0.0202,0.0294,0.8029,0.4198,0.3284,0.1610,0.2425,0.3284,42,25,10
llama3.1-8b-f1,cable,round_2,0.9541,0.9154,0.9193,0.9965,0.9850,0.9941,0.9941,0.9941,0.9941,95,62,77
llama3.1-8b-f1,cable,round_3,0.3753,0.1892,0.2024,0.7858,0.3236,0.5648,0.3502,0.4132,0.5648,62,20,25
llama3.1-8b-f1,camera,round_1,0.2129,0.0073,0.0095,0.5152,0.3197,0.2054,0.0670,0.1411,0.2054,24,17,37
llama3.1-8b-f1,camera,round_2,0.9705,0.9823,0.9830,0.9924,0.9244,0.9954,0.9931,0.9954,0.9954,42,62,52
llama3.1-8b-f1,camera,round_3,0.8564,0.9404,0.9627,0.9700,0.5525,0.9723,0.9544,0.9656,0.9723,68,32,42
llama3.1-8b-f1,citybus,round_1,0.3453,0.1733,0.1818,0.7650,0.2611,0.6209,0.4238,0.3725,0.6182,12,0,17
llama3.1-8b-f1,citybus,round_2,0.9284,0.9453,0.9466,0.9728,0.8487,0.9788,0.9663,0.9714,0.9788,12,62,67
llama3.1-8b-f1,citybus,round_3,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,57,90,74
llama3.1-8b-f1,curiosity,round_1,0.2813,0.0578,0.0679,0.6741,0.3252,0.4222,0.2187,0.2667,0.4178,32,27,27
llama3.1-8b-f1,curiosity,round_2,0.7851,0.7661,0.8685,0.9431,0.5625,0.9084,0.8630,0.8000,0.9084,22,37,37
llama3.1-8b-f1,curiosity,round_3,0.6377,0.5301,0.6146,0.8785,0.5277,0.7952,0.7825,0.7771,0.7952,83,37,40
llama3.1-8b-f1,feda,round_1,0.3739,0.2129,0.2346,0.7521,0.2960,0.6825,0.5196,0.4373,0.6825,24,0,14
llama3.1-8b-f1,feda,round_2,0.8155,0.7054,0.8621,0.9553,0.7393,0.8463,0.7977,0.8303,0.8463,22,17,32
llama3.1-8b-f1,feda,round_3,0.6519,0.6978,0.7050,0.9112,0.2934,0.8290,0.7823,0.7646,0.8270,12,17,42
llama3.1-8b-f1,gator,round_1,0.4463,0.2461,0.3037,0.8182,0.4170,0.5915,0.4169,0.4052,0.5915,12,14,27
llama3.1-8b-f1,gator,round_2,0.7633,0.6925,0.7276,0.9198,0.7134,0.8587,0.7677,0.7935,0.8533,30,42,52
llama3.1-8b-f1,gator,round_3,0.9603,0.9651,0.9657,1.0000,0.9103,0.9894,0.9788,0.9868,0.9894,15,80,77
llama3.1-8b-f1,gear,round_1,0.2228,0.0445,0.0511,0.5655,0.2300,0.2109,0.1124,0.1308,0.2109,76,21,20
llama3.1-8b-f1,gear,round_2,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,62,50,80
llama3.1-8b-f1,gear,round_3,0.6730,0.5679,0.6378,0.9224,0.5638,0.7700,0.7661,0.7700,0.7700,64,42,47
llama3.1-8b-f1,gps_imu,round_1,0.3136,0.1394,0.1812,0.7575,0.1763,0.5763,0.4314,0.3833,0.5763,44,20,12
llama3.1-8b-f1,gps_imu,round_2,0.8102,0.8288,0.8348,0.9451,0.6320,0.9232,0.8859,0.8438,0.9214,12,37,67
llama3.1-8b-f1,gps_imu,round_3,0.7914,0.9140,0.9115,0.9801,0.3601,0.9750,0.9607,0.9537,0.9750,54,70,77
llama3.1-8b-f1,handler,round_1,0.2492,0.0141,0.0165,0.6160,0.3503,0.2426,0.0789,0.1541,0.2426,12,32,17
llama3.1-8b-f1,handler,round_2,0.9797,0.9734,0.9748,0.9707,0.0000,0.9909,0.9872,0.9909,0.9909,65,80,70
llama3.1-8b-f1,handler,round_3,0.6258,0.5714,0.5833,0.8506,0.4977,0.8927,0.7874,0.7251,0.8927,42,7,27
llama3.1-8b-f1,hmmwv,round_1,0.4784,0.3972,0.4061,0.8457,0.2646,0.7206,0.6031,0.6099,0.7206,2,22,27
llama3.1-8b-f1,hmmwv,round_2,0.6018,0.6250,0.6408,0.8792,0.2621,0.8182,0.7378,0.7738,0.8182,64,25,27
llama3.1-8b-f1,hmmwv,round_3,0.6563,0.7112,0.7107,0.8643,0.3388,0.8834,0.8413,0.8442,0.8834,12,55,34
llama3.1-8b-f1,kraz,round_1,0.3101,0.1293,0.1584,0.7373,0.2152,0.6575,0.5008,0.4018,0.6575,12,0,20
llama3.1-8b-f1,kraz,round_2,0.8300,0.6743,0.8366,0.9271,0.8819,0.9073,0.8303,0.8009,0.9073,14,49,59
llama3.1-8b-f1,kraz,round_3,0.5623,0.3839,0.5155,0.8976,0.4522,0.6859,0.5696,0.5344,0.6859,7,0,25
llama3.1-8b-f1,lidar,round_1,0.2737,0.0130,0.0140,0.6815,0.3860,0.2675,0.0792,0.1529,0.2675,2,37,32
llama3.1-8b-f1,lidar,round_2,0.7327,0.5811,0.8156,0.9416,0.5926,0.8014,0.7377,0.7663,0.8014,12,27,32
llama3.1-8b-f1,lidar,round_3,0.6817,0.6225,0.6931,0.8865,0.5249,0.8199,0.7243,0.7232,0.8170,7,0,17
llama3.1-8b-f1,m113,round_1,0.3231,0.1241,0.1338,0.7546,0.2800,0.6469,0.4324,0.3612,0.6469,44,30,20
llama3.1-8b-f1,m113,round_2,0.8408,0.8213,0.8671,0.9542,0.7204,0.8801,0.8401,0.8554,0.8801,12,20,12
llama3.1-8b-f1,m113,round_3,0.8631,0.8824,0.9128,0.9600,0.6972,0.9630,0.9352,0.9076,0.9630,1,37,42
llama3.1-8b-f1,man,round_1,0.3296,0.1389,0.1617,0.7576,0.2601,0.6667,0.4785,0.3941,0.6667,14,12,30
llama3.1-8b-f1,man,round_2,0.9133,0.9549,0.9563,0.9864,0.7555,0.9729,0.9677,0.9729,0.9729,37,12,45
llama3.1-8b-f1,man,round_3,0.6060,0.6230,0.6624,0.8778,0.2605,0.8385,0.8109,0.7588,0.8385,12,14,34
llama3.1-8b-f1,mass_spring_damper,round_1,0.3629,0.0542,0.1016,0.7778,0.5179,0.3587,0.2071,0.2470,0.3587,32,57,42
llama3.1-8b-f1,mass_spring_damper,round_2,0.5478,0.4507,0.5472,0.8757,0.3173,0.7387,0.7343,0.7387,0.7387,63,52,40
llama3.1-8b-f1,mass_spring_damper,round_3,0.8092,0.7622,0.7651,0.9573,0.7521,0.9630,0.9413,0.7192,0.9630,88,34,42
llama3.1-8b-f1,particles,round_1,0.2622,0.0323,0.0483,0.6598,0.3085,0.2503,0.1243,0.1597,0.2455,0,17,49
llama3.1-8b-f1,particles,round_2,0.7287,0.6540,0.6780,0.8996,0.6831,0.8711,0.8391,0.8421,0.8684,29,32,37
llama3.1-8b-f1,particles,round_3,0.8169,0.8698,0.8709,0.9981,0.5286,0.9348,0.8985,0.8305,0.9348,22,24,24
llama3.1-8b-f1,pendulum,round_1,0.2979,0.0513,0.0657,0.6762,0.3984,0.3345,0.1938,0.2621,0.3310,27,0,22
llama3.1-8b-f1,pendulum,round_2,0.8536,0.7712,0.8091,0.9880,0.8462,0.9157,0.8769,0.9119,0.9157,77,20,32
llama3.1-8b-f1,pendulum,round_3,0.3747,0.0658,0.1349,0.6963,0.6019,0.4767,0.2746,0.2939,0.4767,22,0,17
llama3.1-8b-f1,rigid_highway,round_1,0.5401,0.4419,0.4495,0.9117,0.3571,0.7030,0.5496,0.6396,0.7030,12,12,12
llama3.1-8b-f1,rigid_highway,round_2,0.8856,0.8973,0.9477,0.9640,0.7336,0.9222,0.9026,0.8726,0.9222,7,55,52
llama3.1-8b-f1,rigid_highway,round_3,0.8969,0.9478,0.9496,0.9650,0.7254,0.9830,0.9732,0.9781,0.9830,7,72,78
llama3.1-8b-f1,rigid_multipatches,round_1,0.3857,0.1828,0.2051,0.8387,0.3162,0.5166,0.3925,0.4181,0.5166,77,25,25
llama3.1-8b-f1,rigid_multipatches,round_2,0.7864,0.6762,0.7974,0.9668,0.7052,0.8739,0.7989,0.8367,0.8711,34,32,52
llama3.1-8b-f1,rigid_multipatches,round_3,0.9259,0.8501,0.8537,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,29,77,74
llama3.1-8b-f1,rotor,round_1,0.2830,0.0343,0.0535,0.6645,0.3797,0.2319,0.0996,0.1761,0.2267,0,34,27
llama3.1-8b-f1,rotor,round_2,0.9429,0.8811,0.8904,1.0000,1.0000,0.9977,0.9954,0.9977,0.9954,64,73,62
llama3.1-8b-f1,rotor,round_3,0.7926,0.7139,0.7388,0.8881,0.8297,0.8901,0.8080,0.8501,0.8901,62,24,37
llama3.1-8b-f1,scm,round_1,0.3050,0.1268,0.1572,0.7197,0.2163,0.6034,0.4178,0.3890,0.6034,84,0,27
llama3.1-8b-f1,scm,round_2,0.5413,0.5423,0.5951,0.8100,0.2179,0.7806,0.7484,0.7532,0.7806,12,39,47
llama3.1-8b-f1,scm,round_3,0.3443,0.1444,0.3072,0.7250,0.2006,0.2804,0.2256,0.2046,0.2762,14,0,22
llama3.1-8b-f1,scm_hill,round_1,0.2974,0.1016,0.1310,0.7270,0.2300,0.5918,0.4079,0.3794,0.5888,32,20,17
llama3.1-8b-f1,scm_hill,round_2,0.6396,0.6631,0.6697,0.8893,0.3363,0.8426,0.7758,0.6757,0.8426,24,0,29
llama3.1-8b-f1,scm_hill,round_3,0.8774,0.9087,0.9120,0.9751,0.7137,0.9489,0.9326,0.9489,0.9489,74,12,39
llama3.1-8b-f1,sedan,round_1,0.5512,0.4847,0.4926,0.9044,0.3230,0.7415,0.6118,0.6867,0.7415,12,30,20
llama3.1-8b-f1,sedan,round_2,0.6929,0.5795,0.7201,0.9427,0.5294,0.7917,0.7040,0.6648,0.7917,12,15,32
llama3.1-8b-f1,sedan,round_3,0.6025,0.5793,0.6084,0.8876,0.3345,0.8187,0.7559,0.7809,0.8187,12,0,27
llama3.1-8b-f1,sensros,round_1,0.2433,0.0088,0.0102,0.6951,0.2589,0.1719,0.0399,0.1132,0.1719,4,57,29
llama3.1-8b-f1,sensros,round_2,0.8336,0.7369,0.8640,0.9609,0.7725,0.8652,0.8297,0.7989,0.8652,12,17,35
llama3.1-8b-f1,sensros,round_3,0.9396,0.9880,0.9882,0.9947,0.7875,0.9953,0.9938,0.9953,0.9953,44,95,80
llama3.1-8b-f1,slider_crank,round_1,0.2497,0.0202,0.0255,0.6848,0.2684,0.3436,0.1532,0.2261,0.3407,37,19,0
llama3.1-8b-f1,slider_crank,round_2,0.8239,0.6845,0.8133,0.8987,0.8992,0.8575,0.7840,0.8324,0.8552,72,47,54
llama3.1-8b-f1,slider_crank,round_3,0.8957,0.8911,0.8934,0.9974,0.8008,0.9755,0.9509,0.9730,0.9755,54,27,49
llama3.1-8b-f1,tablecloth,round_1,0.1998,0.0057,0.0105,0.5102,0.2731,0.2440,0.1138,0.1702,0.2411,29,49,39
llama3.1-8b-f1,tablecloth,round_2,0.6098,0.6311,0.6468,0.8418,0.3194,0.9069,0.8622,0.8825,0.9069,70,31,39
llama3.1-8b-f1,tablecloth,round_3,0.9888,0.9804,0.9808,0.9941,1.0000,0.9960,0.9879,0.9900,0.9960,22,12,55
llama3.1-8b-f1,turtlebot,round_1,0.2937,0.0566,0.0638,0.6435,0.4109,0.4235,0.2087,0.2784,0.4157,69,42,37
llama3.1-8b-f1,turtlebot,round_2,0.7831,0.6926,0.6956,0.8824,0.8618,0.9303,0.8776,0.8467,0.9303,59,70,68
llama3.1-8b-f1,turtlebot,round_3,0.5185,0.3189,0.5363,0.8482,0.3705,0.6244,0.5343,0.3860,0.6244,83,12,24
llama3.1-8b-f1,uazbus,round_1,0.3254,0.1322,0.1621,0.7383,0.2691,0.6451,0.4861,0.4043,0.6451,39,0,30
llama3.1-8b-f1,uazbus,round_2,0.8343,0.7266,0.8158,0.9286,0.8661,0.8880,0.8157,0.7790,0.8880,59,59,60
llama3.1-8b-f1,uazbus,round_3,0.8663,0.9099,0.9132,0.9554,0.6867,0.9480,0.9355,0.9381,0.9480,14,80,47
llama3.1-8b-f1,veh_app,round_1,0.2827,0.0899,0.1031,0.6716,0.2661,0.5330,0.2983,0.2743,0.5278,27,0,14
llama3.1-8b-f1,veh_app,round_2,0.8283,0.8076,0.8116,0.9288,0.7652,0.9078,0.8581,0.8191,0.9078,2,10,39
llama3.1-8b-f1,veh_app,round_3,0.9136,0.8817,0.8842,0.9770,0.9116,0.9584,0.9276,0.9394,0.9584,20,39,34
llama3.1-8b-f1,vehros,round_1,0.3534,0.0503,0.1102,0.8423,0.4107,0.3368,0.1498,0.2465,0.3333,24,20,22
llama3.1-8b-f1,vehros,round_2,0.5813,0.5012,0.5351,0.9059,0.3830,0.8674,0.8012,0.7392,0.8674,12,12,10
llama3.1-8b-f1,vehros,round_3,0.7185,0.5786,0.7671,0.9276,0.6007,0.8694,0.7905,0.7087,0.8676,72,27,25
llama3.1-8b-f1,viper,round_1,0.3190,0.0599,0.0655,0.6807,0.4701,0.4468,0.2207,0.2862,0.4398,29,27,32
llama3.1-8b-f1,viper,round_2,0.9413,0.9557,0.9557,0.9907,0.8629,1.0000,0.9829,0.9772,1.0000,52,77,67
llama3.1-8b-f1,viper,round_3,0.7448,0.7330,0.7564,0.9000,0.5897,0.8635,0.7812,0.8269,0.8635,72,37,27
llama3.1-8b-lora1,art,round_1,0.3700,0.2001,0.2484,0.7968,0.2345,0.6871,0.5477,0.4939,0.6871,27,20,35
llama3.1-8b-lora1,art,round_2,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,32,90,90
llama3.1-8b-lora1,art,round_3,0.9671,0.9777,0.9777,0.9973,0.9159,1.0000,0.9923,0.9846,1.0000,17,90,83
