Model,System,Round,Score Document,Score Reference,Score Ref+Doc
deepseek-r1,art,first,0,1,9
deepseek-r1,art,second,0,2,
deepseek-r1,art,third,85,6,
llama4-maverick,uazbus,second,85,3,
llama4-maverick,uazbus,third,75,3,7
llama4-maverick,uazbus,gpt-4.1-mini,first,40,80,3
llama4-maverick,uazbus,gpt-4.1-mini,second,90,,8
llama4-maverick,uazbus,gpt-4.1-mini,third,58,7,7
llama4-maverick,uazbus,gpt-4.1-nano,first,85,,
llama4-maverick,uazbus,gpt-4.1-nano,second,85,,
llama4-maverick,uazbus,gpt-4.1-nano,third,85,,1
llama4-maverick,uazbus,gpt-4o-mini,first,75,3,
llama4-maverick,uazbus,gpt-4o-mini,second,90,65,9
llama4-maverick,uazbus,gpt-4o-mini,third,85,65,7
llama4-maverick,vehros,first,70,4,6
llama4-maverick,vehros,second,90,4,8
llama4-maverick,vehros,third,85,5,
llama4-maverick,vehros,gpt-4.1-mini,first,45,6,
llama4-maverick,vehros,gpt-4.1-mini,second,90,,
llama4-maverick,vehros,gpt-4.1-mini,third,30,,
llama4-maverick,vehros,gpt-4.1-nano,first,65,,
llama4-maverick,vehros,gpt-4.1-nano,second,90,,
llama4-maverick,vehros,gpt-4.1-nano,third,85,,
llama4-maverick,vehros,gpt-4o-mini,first,85,4,
llama4-maverick,vehros,gpt-4o-mini,second,85,4,70
llama4-maverick,vehros,gpt-4o-mini,third,85,60,7
llama4-maverick,veh_app,first,85,0,7
llama4-maverick,veh_app,second,75,65,7
llama4-maverick,veh_app,third,85,8,
llama4-maverick,veh_app,gpt-4.1-mini,first,92,17,5
llama4-maverick,veh_app,gpt-4.1-mini,second,85,8,6
llama4-maverick,veh_app,gpt-4.1-mini,third,81,,9
llama4-maverick,veh_app,gpt-4.1-nano,first,75,,
llama4-maverick,veh_app,gpt-4.1-nano,second,85,6,
llama4-maverick,veh_app,gpt-4.1-nano,third,85,,
llama4-maverick,veh_app,gpt-4o-mini,first,85,4,6
llama4-maverick,veh_app,gpt-4o-mini,second,85,2,8
llama4-maverick,veh_app,gpt-4o-mini,third,85,65,
llama4-maverick,viper,first,85,4,7
llama4-maverick,viper,second,85,7,
llama4-maverick,viper,third,85,4,7
llama4-maverick,viper,gpt-4.1-mini,first,65,,
llama4-maverick,viper,gpt-4.1-mini,second,92,9,
llama4-maverick,viper,gpt-4.1-mini,third,90,,
llama4-maverick,viper,gpt-4.1-nano,first,55,9,0
llama4-maverick,viper,gpt-4.1-nano,second,85,7,
llama4-maverick,viper,gpt-4.1-nano,third,85,6,
llama4-maverick,viper,gpt-4o-mini,first,85,4,
llama4-maverick,viper,gpt-4o-mini,second,85,7,10
llama4-maverick,viper,gpt-4o-mini,third,85,4,7
llama4-scout,art,first,75,3,4
llama4-scout,art,second,85,8,9
llama4-scout,art,third,90,7,10
llama4-scout,art,gpt-4.1-mini,first,20,0,4
llama4-scout,art,gpt-4.1-mini,second,77,,
llama4-scout,art,gpt-4.1-mini,third,90,,5
llama4-scout,art,gpt-4.1-nano,first,75,6,
llama4-scout,art,gpt-4.1-nano,second,85,8,10
llama4-scout,art,gpt-4.1-nano,third,85,,
llama4-scout,art,gpt-4o-mini,first,60,0,4
llama4-scout,art,gpt-4o-mini,second,90,2,
llama4-scout,art,gpt-4o-mini,third,85,7,9
llama4-scout,beam,first,60,2,4
llama4-scout,beam,second,0,3,10
llama4-scout,beam,third,0,,
llama4-scout,beam,gpt-4.1-mini,first,30,35,4
llama4-scout,beam,gpt-4.1-mini,second,0,0,0
llama4-scout,beam,gpt-4.1-mini,third,0,10,
llama4-scout,beam,gpt-4.1-nano,first,85,,
llama4-scout,beam,gpt-4.1-nano,second,0,2,
llama4-scout,beam,gpt-4.1-nano,third,10,0,
llama4-scout,beam,gpt-4o-mini,first,70,6,
llama4-scout,beam,gpt-4o-mini,second,0,2,10
llama4-scout,beam,gpt-4o-mini,third,0,0,10
llama4-scout,buckling,first,0,7,9
llama4-scout,buckling,second,85,60,10
llama4-scout,buckling,third,85,4,6
llama4-scout,buckling,gpt-4.1-mini,first,0,0,
llama4-scout,buckling,gpt-4.1-mini,second,60,98,5
llama4-scout,buckling,gpt-4.1-mini,third,35,1,
llama4-scout,buckling,gpt-4.1-nano,first,10,3,
llama4-scout,buckling,gpt-4.1-nano,second,85,95,
llama4-scout,buckling,gpt-4.1-nano,third,85,,
llama4-scout,buckling,gpt-4o-mini,first,0,8,9
llama4-scout,buckling,gpt-4o-mini,second,85,4,
llama4-scout,buckling,gpt-4o-mini,third,90,7,5
llama4-scout,cable,first,0,0,9
llama4-scout,cable,second,85,2,9
llama4-scout,cable,third,0,,
llama4-scout,cable,gpt-4.1-mini,first,0,0,10
llama4-scout,cable,gpt-4.1-mini,second,82,4,10
llama4-scout,cable,gpt-4.1-mini,third,0,98,9
llama4-scout,cable,gpt-4.1-nano,first,0,8,
llama4-scout,cable,gpt-4.1-nano,second,85,,
llama4-scout,cable,gpt-4.1-nano,third,0,4,
llama4-scout,cable,gpt-4o-mini,first,0,6,9
llama4-scout,cable,gpt-4o-mini,second,85,5,
llama4-scout,cable,gpt-4o-mini,third,0,1,9
llama4-scout,camera,first,85,,
llama4-scout,camera,second,70,5,6
llama4-scout,camera,third,70,0,
llama4-scout,camera,gpt-4.1-mini,first,45,6,4
llama4-scout,camera,gpt-4.1-mini,second,65,,
llama4-scout,camera,gpt-4.1-mini,third,70,82,8
llama4-scout,camera,gpt-4.1-nano,first,85,4,
llama4-scout,camera,gpt-4.1-nano,second,75,6,
llama4-scout,camera,gpt-4.1-nano,third,65,,
llama4-scout,camera,gpt-4o-mini,first,85,8,
llama4-scout,camera,gpt-4o-mini,second,70,4,
llama4-scout,camera,gpt-4o-mini,third,70,,6
llama4-scout,citybus,first,60,3,
llama4-scout,citybus,second,85,88,
llama4-scout,citybus,third,85,7,8
llama4-scout,citybus,gpt-4.1-mini,first,20,20,
llama4-scout,citybus,gpt-4.1-mini,second,92,1,7
llama4-scout,citybus,gpt-4.1-mini,third,92,,9
llama4-scout,citybus,gpt-4.1-nano,first,55,2,
llama4-scout,citybus,gpt-4.1-nano,second,85,7,
llama4-scout,citybus,gpt-4.1-nano,third,85,7,0
llama4-scout,citybus,gpt-4o-mini,first,40,3,4
llama4-scout,citybus,gpt-4o-mini,second,90,4,9
llama4-scout,citybus,gpt-4o-mini,third,85,6,8
llama4-scout,curiosity,first,30,2,
llama4-scout,curiosity,second,85,5,8
llama4-scout,curiosity,third,90,4,7
llama4-scout,curiosity,gpt-4.1-mini,first,10,0,
llama4-scout,curiosity,gpt-4.1-mini,second,75,5,
llama4-scout,curiosity,gpt-4.1-mini,third,75,1,
llama4-scout,curiosity,gpt-4.1-nano,first,40,4,
llama4-scout,curiosity,gpt-4.1-nano,second,85,7,
llama4-scout,curiosity,gpt-4.1-nano,third,85,,
llama4-scout,curiosity,gpt-4o-mini,first,30,3,
llama4-scout,curiosity,gpt-4o-mini,second,75,5,
llama4-scout,curiosity,gpt-4o-mini,third,85,4,7
llama4-scout,feda,first,30,3,3
llama4-scout,feda,second,85,3,
llama4-scout,feda,third,85,65,8
llama4-scout,feda,gpt-4.1-mini,first,10,10,2
llama4-scout,feda,gpt-4.1-mini,second,90,1,8
llama4-scout,feda,gpt-4.1-mini,third,92,11,
llama4-scout,feda,gpt-4.1-nano,first,55,5,
llama4-scout,feda,gpt-4.1-nano,second,85,4,
llama4-scout,feda,gpt-4.1-nano,third,85,,
llama4-scout,feda,gpt-4o-mini,first,40,3,3
llama4-scout,feda,gpt-4o-mini,second,90,4,8
llama4-scout,feda,gpt-4o-mini,third,90,5,7
llama4-scout,gator,first,75,2,4
llama4-scout,gator,second,90,65,9
llama4-scout,gator,third,90,7,9
llama4-scout,gator,gpt-4.1-mini,first,50,0,2
llama4-scout,gator,gpt-4.1-mini,second,90,6,
llama4-scout,gator,gpt-4.1-mini,third,90,9,9
llama4-scout,gator,gpt-4.1-nano,first,55,82,
llama4-scout,gator,gpt-4.1-nano,second,85,4,
llama4-scout,gator,gpt-4.1-nano,third,85,,
llama4-scout,gator,gpt-4o-mini,first,45,3,5
llama4-scout,gator,gpt-4o-mini,second,85,5,9
llama4-scout,gator,gpt-4o-mini,third,85,7,9
llama4-scout,gear,first,60,35,6
llama4-scout,gear,second,85,,
llama4-scout,gear,third,75,5,
llama4-scout,gear,gpt-4.1-mini,first,25,0,2
llama4-scout,gear,gpt-4.1-mini,second,25,9,
llama4-scout,gear,gpt-4.1-mini,third,81,3,3
llama4-scout,gear,gpt-4.1-nano,first,85,9,
llama4-scout,gear,gpt-4.1-nano,second,85,,
llama4-scout,gear,gpt-4.1-nano,third,85,,10
llama4-scout,gear,gpt-4o-mini,first,65,10,5
llama4-scout,gear,gpt-4o-mini,second,85,5,8
llama4-scout,gear,gpt-4o-mini,third,75,4,8
llama4-scout,gps_imu,first,60,7,2
llama4-scout,gps_imu,second,85,5,9
llama4-scout,gps_imu,third,85,75,10
llama4-scout,gps_imu,gpt-4.1-mini,first,30,0,2
llama4-scout,gps_imu,gpt-4.1-mini,second,92,1,7
llama4-scout,gps_imu,gpt-4.1-mini,third,86,,10
llama4-scout,gps_imu,gpt-4.1-nano,first,85,0,
llama4-scout,gps_imu,gpt-4.1-nano,second,85,,
llama4-scout,gps_imu,gpt-4.1-nano,third,85,7,
llama4-scout,gps_imu,gpt-4o-mini,first,65,3,6
llama4-scout,gps_imu,gpt-4o-mini,second,85,4,
llama4-scout,gps_imu,gpt-4o-mini,third,85,6,
llama4-scout,handler,first,70,,5
llama4-scout,handler,second,0,,
llama4-scout,handler,third,75,4,6
llama4-scout,handler,gpt-4.1-mini,first,46,1,2
llama4-scout,handler,gpt-4.1-mini,second,0,0,0
llama4-scout,handler,gpt-4.1-mini,third,75,68,
llama4-scout,handler,gpt-4.1-nano,first,45,2,
llama4-scout,handler,gpt-4.1-nano,second,0,2,
llama4-scout,handler,gpt-4.1-nano,third,85,0,
llama4-scout,handler,gpt-4o-mini,first,75,3,5
llama4-scout,handler,gpt-4o-mini,second,0,0,9
llama4-scout,handler,gpt-4o-mini,third,75,4,
llama4-scout,hmmwv,first,0,2,
llama4-scout,hmmwv,second,90,4,
llama4-scout,hmmwv,third,85,65,
llama4-scout,hmmwv,gpt-4.1-mini,first,0,3,10
llama4-scout,hmmwv,gpt-4.1-mini,second,40,5,7
llama4-scout,hmmwv,gpt-4.1-mini,third,92,,
llama4-scout,hmmwv,gpt-4.1-nano,first,0,7,
llama4-scout,hmmwv,gpt-4.1-nano,second,85,1,
llama4-scout,hmmwv,gpt-4.1-nano,third,85,,
llama4-scout,hmmwv,gpt-4o-mini,first,0,83,10
llama4-scout,hmmwv,gpt-4o-mini,second,90,5,7
llama4-scout,hmmwv,gpt-4o-mini,third,85,5,8
llama4-scout,kraz,first,40,2,2
llama4-scout,kraz,second,85,,
llama4-scout,kraz,third,90,4,8
llama4-scout,kraz,gpt-4.1-mini,first,15,8,1
llama4-scout,kraz,gpt-4.1-mini,second,75,6,7
llama4-scout,kraz,gpt-4.1-mini,third,65,4,5
llama4-scout,kraz,gpt-4.1-nano,first,45,,
llama4-scout,kraz,gpt-4.1-nano,second,85,,
llama4-scout,kraz,gpt-4.1-nano,third,85,5,
llama4-scout,kraz,gpt-4o-mini,first,40,2,
llama4-scout,kraz,gpt-4o-mini,second,85,5,
llama4-scout,kraz,gpt-4o-mini,third,85,4,8
llama4-scout,lidar,first,60,3,5
llama4-scout,lidar,second,70,2,
llama4-scout,lidar,third,75,40,7
llama4-scout,lidar,gpt-4.1-mini,first,40,12,3
llama4-scout,lidar,gpt-4.1-mini,second,70,,
llama4-scout,lidar,gpt-4.1-mini,third,60,,5
llama4-scout,lidar,gpt-4.1-nano,first,75,6,
llama4-scout,lidar,gpt-4.1-nano,second,75,,
llama4-scout,lidar,gpt-4.1-nano,third,75,90,6
llama4-scout,lidar,gpt-4o-mini,first,65,3,
llama4-scout,lidar,gpt-4o-mini,second,60,65,
llama4-scout,lidar,gpt-4o-mini,third,80,4,6
llama4-scout,m113,first,55,3,
llama4-scout,m113,second,85,65,
llama4-scout,m113,third,85,,9
llama4-scout,m113,gpt-4.1-mini,first,35,57,2
llama4-scout,m113,gpt-4.1-mini,second,90,4,7
llama4-scout,m113,gpt-4.1-mini,third,40,4,
llama4-scout,m113,gpt-4.1-nano,first,85,2,
llama4-scout,m113,gpt-4.1-nano,second,85,4,
llama4-scout,m113,gpt-4.1-nano,third,85,,
llama4-scout,m113,gpt-4o-mini,first,60,3,4
llama4-scout,m113,gpt-4o-mini,second,70,4,7
llama4-scout,m113,gpt-4o-mini,third,85,65,8
llama4-scout,man,first,75,3,5
llama4-scout,man,second,0,0,0
llama4-scout,man,third,85,5,7
llama4-scout,man,gpt-4.1-mini,first,40,3,2
llama4-scout,man,gpt-4.1-mini,second,0,10,0
llama4-scout,man,gpt-4.1-mini,third,40,2,7
llama4-scout,man,gpt-4.1-nano,first,78,10,4
llama4-scout,man,gpt-4.1-nano,second,15,,
llama4-scout,man,gpt-4.1-nano,third,85,7,
llama4-scout,man,gpt-4o-mini,first,75,3,5
llama4-scout,man,gpt-4o-mini,second,0,1,1
llama4-scout,man,gpt-4o-mini,third,90,4,
llama4-scout,mass_spring_damper,first,75,6,
llama4-scout,mass_spring_damper,second,75,2,6
llama4-scout,mass_spring_damper,third,85,4,5
llama4-scout,mass_spring_damper,gpt-4.1-mini,first,25,7,
llama4-scout,mass_spring_damper,gpt-4.1-mini,second,50,83,
llama4-scout,mass_spring_damper,gpt-4.1-mini,third,90,,8
llama4-scout,mass_spring_damper,gpt-4.1-nano,first,85,4,
llama4-scout,mass_spring_damper,gpt-4.1-nano,second,75,,
llama4-scout,mass_spring_damper,gpt-4.1-nano,third,92,3,
llama4-scout,mass_spring_damper,gpt-4o-mini,first,75,4,
llama4-scout,mass_spring_damper,gpt-4o-mini,second,75,2,6
llama4-scout,mass_spring_damper,gpt-4o-mini,third,75,4,4
llama4-scout,particles,first,75,3,5
llama4-scout,particles,second,0,20,9
llama4-scout,particles,third,85,5,
llama4-scout,particles,gpt-4.1-mini,first,25,15,3
llama4-scout,particles,gpt-4.1-mini,second,0,0,10
llama4-scout,particles,gpt-4.1-mini,third,92,6,
llama4-scout,particles,gpt-4.1-nano,first,55,10,
llama4-scout,particles,gpt-4.1-nano,second,0,,
llama4-scout,particles,gpt-4.1-nano,third,85,6,
llama4-scout,particles,gpt-4o-mini,first,80,3,
llama4-scout,particles,gpt-4o-mini,second,0,2,
llama4-scout,particles,gpt-4o-mini,third,85,0,8
llama4-scout,pendulum,first,70,3,4
llama4-scout,pendulum,second,85,2,6
llama4-scout,pendulum,third,85,4,
llama4-scout,pendulum,gpt-4.1-mini,first,20,16,4
llama4-scout,pendulum,gpt-4.1-mini,second,75,3,9
llama4-scout,pendulum,gpt-4.1-mini,third,35,85,6
llama4-scout,pendulum,gpt-4.1-nano,first,85,2,
llama4-scout,pendulum,gpt-4.1-nano,second,85,,9
llama4-scout,pendulum,gpt-4.1-nano,third,85,8,
llama4-scout,pendulum,gpt-4o-mini,first,70,4,
llama4-scout,pendulum,gpt-4o-mini,second,85,0,7
llama4-scout,pendulum,gpt-4o-mini,third,85,5,
llama4-scout,rigid_highway,first,40,,
llama4-scout,rigid_highway,second,85,10,
llama4-scout,rigid_highway,third,85,75,9
llama4-scout,rigid_highway,gpt-4.1-mini,first,15,5,2
llama4-scout,rigid_highway,gpt-4.1-mini,second,92,,
llama4-scout,rigid_highway,gpt-4.1-mini,third,90,9,
llama4-scout,rigid_highway,gpt-4.1-nano,first,75,6,
llama4-scout,rigid_highway,gpt-4.1-nano,second,85,9,
llama4-scout,rigid_highway,gpt-4.1-nano,third,85,,
llama4-scout,rigid_highway,gpt-4o-mini,first,40,2,3
llama4-scout,rigid_highway,gpt-4o-mini,second,85,10,
llama4-scout,rigid_highway,gpt-4o-mini,third,85,5,9
llama4-scout,rigid_multipatches,first,0,4,7
llama4-scout,rigid_multipatches,second,85,4,
llama4-scout,rigid_multipatches,third,85,5,8
llama4-scout,rigid_multipatches,gpt-4.1-mini,first,0,0,0
llama4-scout,rigid_multipatches,gpt-4.1-mini,second,75,90,
llama4-scout,rigid_multipatches,gpt-4.1-mini,third,90,7,
llama4-scout,rigid_multipatches,gpt-4.1-nano,first,0,2,
llama4-scout,rigid_multipatches,gpt-4.1-nano,second,85,,
llama4-scout,rigid_multipatches,gpt-4.1-nano,third,85,8,
llama4-scout,rigid_multipatches,gpt-4o-mini,first,0,0,
llama4-scout,rigid_multipatches,gpt-4o-mini,second,90,4,8
llama4-scout,rigid_multipatches,gpt-4o-mini,third,85,4,9
llama4-scout,rotor,first,75,3,6
llama4-scout,rotor,second,85,70,9
llama4-scout,rotor,third,85,6,7
llama4-scout,rotor,gpt-4.1-mini,first,40,0,4
llama4-scout,rotor,gpt-4.1-mini,second,60,,
llama4-scout,rotor,gpt-4.1-mini,third,70,,
llama4-scout,rotor,gpt-4.1-nano,first,85,,
llama4-scout,rotor,gpt-4.1-nano,second,85,4,
llama4-scout,rotor,gpt-4.1-nano,third,85,,
llama4-scout,rotor,gpt-4o-mini,first,65,7,6
llama4-scout,rotor,gpt-4o-mini,second,85,3,
llama4-scout,rotor,gpt-4o-mini,third,85,65,7
llama4-scout,scm,first,75,3,2
llama4-scout,scm,second,85,1,7
llama4-scout,scm,third,75,5,8
llama4-scout,scm_hill,first,70,4,6
llama4-scout,scm_hill,second,85,,
llama4-scout,scm_hill,third,85,1,7
llama4-scout,sedan,first,25,2,4
llama4-scout,sedan,second,0,2,
llama4-scout,sedan,third,90,4,9
llama4-scout,sensros,first,70,3,6
llama4-scout,sensros,second,85,65,8
llama4-scout,sensros,third,85,4,
llama4-scout,slider_crank,first,60,4,
llama4-scout,slider_crank,second,85,2,
llama4-scout,slider_crank,third,0,,9
llama4-scout,tablecloth,first,75,4,6
llama4-scout,tablecloth,second,85,,
llama4-scout,tablecloth,third,85,6,
llama4-scout,turtlebot,first,0,1,
llama4-scout,turtlebot,second,85,65,7
llama4-scout,turtlebot,third,85,1,7
llama4-scout,uazbus,first,65,3,5
llama4-scout,uazbus,second,90,3,8
llama4-scout,uazbus,third,85,3,
llama4-scout,vehros,first,65,3,4
llama4-scout,vehros,second,85,5,7
llama4-scout,vehros,third,90,4,
llama4-scout,veh_app,first,70,3,6
llama4-scout,veh_app,second,75,65,8
llama4-scout,veh_app,third,85,70,9
llama4-scout,viper,first,70,4,7
llama4-scout,viper,second,85,75,10
llama4-scout,viper,third,85,4,7
mamba-codestral-7b-v0.1,art,first,0,0,9
mamba-codestral-7b-v0.1,art,second,0,2,9
mamba-codestral-7b-v0.1,art,third,0,,
mamba-codestral-7b-v0.1,art,gpt-4.1-mini,first,0,,0
mamba-codestral-7b-v0.1,art,gpt-4.1-mini,second,0,0,0
mamba-codestral-7b-v0.1,art,gpt-4.1-mini,third,0,0,
mamba-codestral-7b-v0.1,art,gpt-4.1-nano,first,0,1,
mamba-codestral-7b-v0.1,art,gpt-4.1-nano,second,10,10,
mamba-codestral-7b-v0.1,art,gpt-4.1-nano,third,30,70,
mamba-codestral-7b-v0.1,art,gpt-4o-mini,first,0,3,8
mamba-codestral-7b-v0.1,art,gpt-4o-mini,second,10,4,9
mamba-codestral-7b-v0.1,art,gpt-4o-mini,third,10,,
mamba-codestral-7b-v0.1,beam,first,0,2,9
mamba-codestral-7b-v0.1,beam,second,10,1,10
mamba-codestral-7b-v0.1,beam,third,0,1,9
mamba-codestral-7b-v0.1,beam,gpt-4.1-mini,first,0,0,0
mamba-codestral-7b-v0.1,beam,gpt-4.1-mini,second,0,0,10
mamba-codestral-7b-v0.1,beam,gpt-4.1-mini,third,0,,
mamba-codestral-7b-v0.1,beam,gpt-4.1-nano,first,25,,
mamba-codestral-7b-v0.1,beam,gpt-4.1-nano,second,20,0,
mamba-codestral-7b-v0.1,beam,gpt-4.1-nano,third,20,83,
mamba-codestral-7b-v0.1,beam,gpt-4o-mini,first,10,1,10
mamba-codestral-7b-v0.1,beam,gpt-4o-mini,second,10,,
mamba-codestral-7b-v0.1,beam,gpt-4o-mini,third,10,1,10
mamba-codestral-7b-v0.1,buckling,first,0,8,
mamba-codestral-7b-v0.1,buckling,second,10,0,
mamba-codestral-7b-v0.1,buckling,third,10,4,10
mamba-codestral-7b-v0.1,buckling,gpt-4.1-mini,first,0,0,5
mamba-codestral-7b-v0.1,buckling,gpt-4.1-mini,second,0,0,10
mamba-codestral-7b-v0.1,buckling,gpt-4.1-mini,third,0,0,10
mamba-codestral-7b-v0.1,buckling,gpt-4.1-nano,first,20,,
mamba-codestral-7b-v0.1,buckling,gpt-4.1-nano,second,40,2,
mamba-codestral-7b-v0.1,buckling,gpt-4.1-nano,third,20,,
mamba-codestral-7b-v0.1,buckling,gpt-4o-mini,first,0,2,
mamba-codestral-7b-v0.1,buckling,gpt-4o-mini,second,0,5,9
mamba-codestral-7b-v0.1,buckling,gpt-4o-mini,third,5,2,8
mamba-codestral-7b-v0.1,cable,first,10,5,9
mamba-codestral-7b-v0.1,cable,second,10,,10
mamba-codestral-7b-v0.1,cable,third,0,2,8
mamba-codestral-7b-v0.1,cable,gpt-4.1-mini,first,0,0,0
mamba-codestral-7b-v0.1,cable,gpt-4.1-mini,second,0,0,0
mamba-codestral-7b-v0.1,cable,gpt-4.1-mini,third,0,0,
mamba-codestral-7b-v0.1,cable,gpt-4.1-nano,first,20,4,
mamba-codestral-7b-v0.1,cable,gpt-4.1-nano,second,20,10,9
mamba-codestral-7b-v0.1,cable,gpt-4.1-nano,third,10,4,
mamba-codestral-7b-v0.1,cable,gpt-4o-mini,first,0,3,9
mamba-codestral-7b-v0.1,cable,gpt-4o-mini,second,10,7,9
mamba-codestral-7b-v0.1,cable,gpt-4o-mini,third,5,65,8
mamba-codestral-7b-v0.1,camera,first,10,1,
mamba-codestral-7b-v0.1,camera,second,10,3,5
mamba-codestral-7b-v0.1,camera,third,0,2,5
mamba-codestral-7b-v0.1,camera,gpt-4.1-mini,first,0,0,10
mamba-codestral-7b-v0.1,camera,gpt-4.1-mini,second,0,,
mamba-codestral-7b-v0.1,camera,gpt-4.1-mini,third,0,0,
mamba-codestral-7b-v0.1,camera,gpt-4.1-nano,first,10,,
mamba-codestral-7b-v0.1,camera,gpt-4.1-nano,second,10,2,
mamba-codestral-7b-v0.1,camera,gpt-4.1-nano,third,10,9,
mamba-codestral-7b-v0.1,camera,gpt-4o-mini,first,0,5,7
mamba-codestral-7b-v0.1,camera,gpt-4o-mini,second,0,0,
mamba-codestral-7b-v0.1,camera,gpt-4o-mini,third,0,2,5
mamba-codestral-7b-v0.1,citybus,first,10,3,9
mamba-codestral-7b-v0.1,citybus,second,10,1,10
mamba-codestral-7b-v0.1,citybus,third,0,2,8
mamba-codestral-7b-v0.1,citybus,gpt-4.1-mini,first,0,0,0
mamba-codestral-7b-v0.1,citybus,gpt-4.1-mini,second,0,0,0
mamba-codestral-7b-v0.1,citybus,gpt-4.1-mini,third,0,,0
mamba-codestral-7b-v0.1,citybus,gpt-4.1-nano,first,15,5,
mamba-codestral-7b-v0.1,citybus,gpt-4.1-nano,second,20,4,
mamba-codestral-7b-v0.1,citybus,gpt-4.1-nano,third,20,85,
mamba-codestral-7b-v0.1,citybus,gpt-4o-mini,first,10,0,10
mamba-codestral-7b-v0.1,citybus,gpt-4o-mini,second,10,,6
mamba-codestral-7b-v0.1,citybus,gpt-4o-mini,third,0,3,9
mamba-codestral-7b-v0.1,curiosity,first,5,,8
mamba-codestral-7b-v0.1,curiosity,second,10,1,10
mamba-codestral-7b-v0.1,curiosity,third,0,3,9
mamba-codestral-7b-v0.1,curiosity,gpt-4.1-mini,first,0,0,10
mamba-codestral-7b-v0.1,curiosity,gpt-4.1-mini,second,0,0,10
mamba-codestral-7b-v0.1,curiosity,gpt-4.1-mini,third,0,0,
mamba-codestral-7b-v0.1,curiosity,gpt-4.1-nano,first,0,,
mamba-codestral-7b-v0.1,curiosity,gpt-4.1-nano,second,10,1,
mamba-codestral-7b-v0.1,curiosity,gpt-4.1-nano,third,20,4,
mamba-codestral-7b-v0.1,curiosity,gpt-4o-mini,first,0,0,10
mamba-codestral-7b-v0.1,curiosity,gpt-4o-mini,second,0,4,10
mamba-codestral-7b-v0.1,curiosity,gpt-4o-mini,third,0,10,
mamba-codestral-7b-v0.1,feda,first,10,0,9
mamba-codestral-7b-v0.1,feda,second,10,60,
mamba-codestral-7b-v0.1,feda,third,0,3,9
mamba-codestral-7b-v0.1,feda,gpt-4.1-mini,first,0,0,0
mamba-codestral-7b-v0.1,feda,gpt-4.1-mini,second,0,0,0
mamba-codestral-7b-v0.1,feda,gpt-4.1-mini,third,0,0,5
mamba-codestral-7b-v0.1,feda,gpt-4.1-nano,first,20,2,
mamba-codestral-7b-v0.1,feda,gpt-4.1-nano,second,20,,
mamba-codestral-7b-v0.1,feda,gpt-4.1-nano,third,30,0,
mamba-codestral-7b-v0.1,feda,gpt-4o-mini,first,10,10,
mamba-codestral-7b-v0.1,feda,gpt-4o-mini,second,10,,
mamba-codestral-7b-v0.1,feda,gpt-4o-mini,third,10,12,9
mamba-codestral-7b-v0.1,gator,first,10,2,9
mamba-codestral-7b-v0.1,gator,second,0,0,
mamba-codestral-7b-v0.1,gator,third,10,0,9
mamba-codestral-7b-v0.1,gator,gpt-4.1-mini,first,0,0,
mamba-codestral-7b-v0.1,gator,gpt-4.1-mini,second,0,0,0
mamba-codestral-7b-v0.1,gator,gpt-4.1-mini,third,0,,10
mamba-codestral-7b-v0.1,gator,gpt-4.1-nano,first,30,1,
mamba-codestral-7b-v0.1,gator,gpt-4.1-nano,second,40,3,
mamba-codestral-7b-v0.1,gator,gpt-4.1-nano,third,20,4,
mamba-codestral-7b-v0.1,gator,gpt-4o-mini,first,0,7,9
mamba-codestral-7b-v0.1,gator,gpt-4o-mini,second,10,1,9
mamba-codestral-7b-v0.1,gator,gpt-4o-mini,third,0,0,
mamba-codestral-7b-v0.1,gear,first,0,4,
mamba-codestral-7b-v0.1,gear,second,5,2,
mamba-codestral-7b-v0.1,gear,third,10,50,9
mamba-codestral-7b-v0.1,gear,gpt-4.1-mini,first,0,0,10
mamba-codestral-7b-v0.1,gear,gpt-4.1-mini,second,0,,0
mamba-codestral-7b-v0.1,gear,gpt-4.1-mini,third,0,0,
mamba-codestral-7b-v0.1,gear,gpt-4.1-nano,first,10,5,10
mamba-codestral-7b-v0.1,gear,gpt-4.1-nano,second,10,,
mamba-codestral-7b-v0.1,gear,gpt-4.1-nano,third,20,,0
mamba-codestral-7b-v0.1,gear,gpt-4o-mini,first,0,,9
mamba-codestral-7b-v0.1,gear,gpt-4o-mini,second,10,35,
mamba-codestral-7b-v0.1,gear,gpt-4o-mini,third,0,10,9
mamba-codestral-7b-v0.1,gps_imu,first,0,3,10
mamba-codestral-7b-v0.1,gps_imu,second,0,3,9
mamba-codestral-7b-v0.1,gps_imu,third,10,30,9
mamba-codestral-7b-v0.1,gps_imu,gpt-4.1-mini,first,0,,0
mamba-codestral-7b-v0.1,gps_imu,gpt-4.1-mini,second,0,,0
mamba-codestral-7b-v0.1,gps_imu,gpt-4.1-mini,third,0,0,0
mamba-codestral-7b-v0.1,gps_imu,gpt-4.1-nano,first,10,88,
mamba-codestral-7b-v0.1,gps_imu,gpt-4.1-nano,second,20,82,
mamba-codestral-7b-v0.1,gps_imu,gpt-4.1-nano,third,20,14,
mamba-codestral-7b-v0.1,gps_imu,gpt-4o-mini,first,10,3,10
mamba-codestral-7b-v0.1,gps_imu,gpt-4o-mini,second,10,3,9
mamba-codestral-7b-v0.1,gps_imu,gpt-4o-mini,third,10,9,9
mamba-codestral-7b-v0.1,handler,first,0,52,10
