Model,System,Round,Score Document,Score Reference,Score Ref+Doc
mistral-nemo-12b-instruct,slider_crank,second,0,41,9
mistral-nemo-12b-instruct,slider_crank,third,0,0,10
mistral-nemo-12b-instruct,tablecloth,first,0,0,9
mistral-nemo-12b-instruct,tablecloth,second,5,2,
mistral-nemo-12b-instruct,tablecloth,third,10,,8
mistral-nemo-12b-instruct,turtlebot,first,0,,10
mistral-nemo-12b-instruct,turtlebot,second,5,,9
mistral-nemo-12b-instruct,turtlebot,third,0,17,8
mistral-nemo-12b-instruct,uazbus,first,0,2,
mistral-nemo-12b-instruct,uazbus,second,10,3,9
mistral-nemo-12b-instruct,uazbus,third,5,1,
mistral-nemo-12b-instruct,vehros,first,0,,9
mistral-nemo-12b-instruct,vehros,second,10,2,10
mistral-nemo-12b-instruct,vehros,third,0,40,10
mistral-nemo-12b-instruct,veh_app,first,10,4,10
mistral-nemo-12b-instruct,veh_app,second,0,4,9
mistral-nemo-12b-instruct,veh_app,third,0,,
mistral-nemo-12b-instruct,viper,first,10,75,9
mistral-nemo-12b-instruct,viper,second,5,0,9
mistral-nemo-12b-instruct,viper,third,0,4,10
mixtral-8x22b-instruct-v0.1,art,first,40,2,
mixtral-8x22b-instruct-v0.1,art,second,85,7,9
mixtral-8x22b-instruct-v0.1,art,third,85,2,
mixtral-8x22b-instruct-v0.1,beam,first,85,3,5
mixtral-8x22b-instruct-v0.1,beam,second,85,4,8
mixtral-8x22b-instruct-v0.1,beam,third,85,7,
mixtral-8x22b-instruct-v0.1,buckling,first,75,3,
mixtral-8x22b-instruct-v0.1,buckling,second,85,6,10
mixtral-8x22b-instruct-v0.1,buckling,third,85,5,6
mixtral-8x22b-instruct-v0.1,cable,first,85,4,
mixtral-8x22b-instruct-v0.1,cable,second,85,7,8
mixtral-8x22b-instruct-v0.1,cable,third,85,0,
mixtral-8x22b-instruct-v0.1,camera,first,85,3,
mixtral-8x22b-instruct-v0.1,camera,second,70,7,
mixtral-8x22b-instruct-v0.1,camera,third,55,,
mixtral-8x22b-instruct-v0.1,citybus,first,75,7,
mixtral-8x22b-instruct-v0.1,citybus,second,85,4,
mixtral-8x22b-instruct-v0.1,citybus,third,85,3,
mixtral-8x22b-instruct-v0.1,curiosity,first,75,4,8
mixtral-8x22b-instruct-v0.1,curiosity,second,75,6,7
mixtral-8x22b-instruct-v0.1,curiosity,third,85,4,
mixtral-8x22b-instruct-v0.1,feda,first,75,4,
mixtral-8x22b-instruct-v0.1,feda,second,85,1,8
mixtral-8x22b-instruct-v0.1,feda,third,85,4,8
mixtral-8x22b-instruct-v0.1,gator,first,70,4,
mixtral-8x22b-instruct-v0.1,gator,second,85,65,
mixtral-8x22b-instruct-v0.1,gator,third,90,7,9
mixtral-8x22b-instruct-v0.1,gear,first,80,3,
mixtral-8x22b-instruct-v0.1,gear,second,85,5,9
mixtral-8x22b-instruct-v0.1,gear,third,70,1,
mixtral-8x22b-instruct-v0.1,gps_imu,first,75,2,4
mixtral-8x22b-instruct-v0.1,gps_imu,second,85,2,9
mixtral-8x22b-instruct-v0.1,gps_imu,third,85,7,
mixtral-8x22b-instruct-v0.1,handler,first,85,4,6
mixtral-8x22b-instruct-v0.1,handler,second,85,3,10
mixtral-8x22b-instruct-v0.1,handler,third,85,5,
mixtral-8x22b-instruct-v0.1,hmmwv,first,60,3,2
mixtral-8x22b-instruct-v0.1,hmmwv,second,85,,
mixtral-8x22b-instruct-v0.1,hmmwv,third,85,4,
mixtral-8x22b-instruct-v0.1,kraz,first,75,2,4
mixtral-8x22b-instruct-v0.1,kraz,second,90,3,9
mixtral-8x22b-instruct-v0.1,kraz,third,85,4,
mixtral-8x22b-instruct-v0.1,lidar,first,85,3,6
mixtral-8x22b-instruct-v0.1,lidar,second,70,2,7
mixtral-8x22b-instruct-v0.1,lidar,third,60,,
mixtral-8x22b-instruct-v0.1,m113,first,80,2,
mixtral-8x22b-instruct-v0.1,m113,second,85,5,
mixtral-8x22b-instruct-v0.1,m113,third,85,65,
mixtral-8x22b-instruct-v0.1,man,first,75,4,
mixtral-8x22b-instruct-v0.1,man,second,85,0,8
mixtral-8x22b-instruct-v0.1,man,third,85,65,7
mixtral-8x22b-instruct-v0.1,mass_spring_damper,first,70,8,6
mixtral-8x22b-instruct-v0.1,mass_spring_damper,second,85,4,
mixtral-8x22b-instruct-v0.1,mass_spring_damper,third,85,0,6
mixtral-8x22b-instruct-v0.1,particles,first,75,4,
mixtral-8x22b-instruct-v0.1,particles,second,85,4,6
mixtral-8x22b-instruct-v0.1,particles,third,90,65,9
mixtral-8x22b-instruct-v0.1,pendulum,first,45,3,2
mixtral-8x22b-instruct-v0.1,pendulum,second,85,4,7
mixtral-8x22b-instruct-v0.1,pendulum,third,85,10,8
mixtral-8x22b-instruct-v0.1,rigid_highway,first,65,4,
mixtral-8x22b-instruct-v0.1,rigid_highway,second,85,65,
mixtral-8x22b-instruct-v0.1,rigid_highway,third,85,65,10
mixtral-8x22b-instruct-v0.1,rigid_multipatches,first,40,3,
mixtral-8x22b-instruct-v0.1,rigid_multipatches,second,70,90,7
mixtral-8x22b-instruct-v0.1,rigid_multipatches,third,85,70,
mixtral-8x22b-instruct-v0.1,rotor,first,75,3,5
mixtral-8x22b-instruct-v0.1,rotor,second,85,60,8
mixtral-8x22b-instruct-v0.1,rotor,third,85,8,
mixtral-8x22b-instruct-v0.1,scm,first,90,,
mixtral-8x22b-instruct-v0.1,scm,second,85,5,7
mixtral-8x22b-instruct-v0.1,scm,third,85,,7
mixtral-8x22b-instruct-v0.1,scm_hill,first,70,3,
mixtral-8x22b-instruct-v0.1,scm_hill,second,85,5,
mixtral-8x22b-instruct-v0.1,scm_hill,third,85,4,8
mixtral-8x22b-instruct-v0.1,sedan,first,75,3,
mixtral-8x22b-instruct-v0.1,sedan,second,85,0,
mixtral-8x22b-instruct-v0.1,sedan,third,85,4,8
mixtral-8x22b-instruct-v0.1,sensros,first,90,10,
mixtral-8x22b-instruct-v0.1,sensros,second,75,1,
mixtral-8x22b-instruct-v0.1,sensros,third,85,10,8
mixtral-8x22b-instruct-v0.1,slider_crank,first,75,,6
mixtral-8x22b-instruct-v0.1,slider_crank,second,85,8,
mixtral-8x22b-instruct-v0.1,slider_crank,third,75,2,9
mixtral-8x22b-instruct-v0.1,tablecloth,first,75,4,
mixtral-8x22b-instruct-v0.1,tablecloth,second,90,50,
mixtral-8x22b-instruct-v0.1,tablecloth,third,85,65,9
mixtral-8x22b-instruct-v0.1,turtlebot,first,85,3,7
mixtral-8x22b-instruct-v0.1,turtlebot,second,85,5,8
mixtral-8x22b-instruct-v0.1,turtlebot,third,85,4,
mixtral-8x22b-instruct-v0.1,uazbus,first,75,3,5
mixtral-8x22b-instruct-v0.1,uazbus,second,85,65,
mixtral-8x22b-instruct-v0.1,uazbus,third,85,70,
mixtral-8x22b-instruct-v0.1,vehros,first,60,2,3
mixtral-8x22b-instruct-v0.1,vehros,second,85,4,
mixtral-8x22b-instruct-v0.1,vehros,third,85,5,7
mixtral-8x22b-instruct-v0.1,veh_app,first,70,3,
mixtral-8x22b-instruct-v0.1,veh_app,second,85,0,8
mixtral-8x22b-instruct-v0.1,veh_app,third,85,65,9
mixtral-8x22b-instruct-v0.1,viper,first,75,3,7
mixtral-8x22b-instruct-v0.1,viper,second,85,8,10
mixtral-8x22b-instruct-v0.1,viper,third,85,3,
mixtral-8x7b-instruct-v0.1,art,first,70,3,5
mixtral-8x7b-instruct-v0.1,art,second,90,7,10
mixtral-8x7b-instruct-v0.1,art,third,85,8,9
mixtral-8x7b-instruct-v0.1,beam,first,20,1,1
mixtral-8x7b-instruct-v0.1,beam,second,85,,7
mixtral-8x7b-instruct-v0.1,beam,third,85,,10
mixtral-8x7b-instruct-v0.1,buckling,first,39,30,5
mixtral-8x7b-instruct-v0.1,buckling,second,85,3,
mixtral-8x7b-instruct-v0.1,buckling,third,85,40,
mixtral-8x7b-instruct-v0.1,cable,first,30,,
mixtral-8x7b-instruct-v0.1,cable,second,85,65,10
mixtral-8x7b-instruct-v0.1,cable,third,30,3,
mixtral-8x7b-instruct-v0.1,camera,first,20,2,2
mixtral-8x7b-instruct-v0.1,camera,second,70,3,7
mixtral-8x7b-instruct-v0.1,camera,third,70,0,6
mixtral-8x7b-instruct-v0.1,citybus,first,15,,2
mixtral-8x7b-instruct-v0.1,citybus,second,90,3,8
mixtral-8x7b-instruct-v0.1,citybus,third,85,65,8
mixtral-8x7b-instruct-v0.1,curiosity,first,60,2,
mixtral-8x7b-instruct-v0.1,curiosity,second,80,6,8
mixtral-8x7b-instruct-v0.1,curiosity,third,85,5,6
mixtral-8x7b-instruct-v0.1,feda,first,80,8,7
mixtral-8x7b-instruct-v0.1,feda,second,85,,7
mixtral-8x7b-instruct-v0.1,feda,third,85,4,7
mixtral-8x7b-instruct-v0.1,gator,first,40,2,5
mixtral-8x7b-instruct-v0.1,gator,second,85,4,8
mixtral-8x7b-instruct-v0.1,gator,third,90,5,8
mixtral-8x7b-instruct-v0.1,gear,first,40,2,3
mixtral-8x7b-instruct-v0.1,gear,second,75,65,10
mixtral-8x7b-instruct-v0.1,gear,third,70,3,7
mixtral-8x7b-instruct-v0.1,gps_imu,first,85,3,6
mixtral-8x7b-instruct-v0.1,gps_imu,second,85,5,
mixtral-8x7b-instruct-v0.1,gps_imu,third,85,6,
mixtral-8x7b-instruct-v0.1,handler,first,70,3,4
mixtral-8x7b-instruct-v0.1,handler,second,90,5,7
mixtral-8x7b-instruct-v0.1,handler,third,60,2,2
mixtral-8x7b-instruct-v0.1,hmmwv,first,70,,4
mixtral-8x7b-instruct-v0.1,hmmwv,second,75,4,6
mixtral-8x7b-instruct-v0.1,hmmwv,third,85,4,7
mixtral-8x7b-instruct-v0.1,kraz,first,20,2,
mixtral-8x7b-instruct-v0.1,kraz,second,90,5,8
mixtral-8x7b-instruct-v0.1,kraz,third,90,5,8
mixtral-8x7b-instruct-v0.1,lidar,first,70,3,4
mixtral-8x7b-instruct-v0.1,lidar,second,70,60,
mixtral-8x7b-instruct-v0.1,lidar,third,70,4,7
mixtral-8x7b-instruct-v0.1,m113,first,40,2,2
mixtral-8x7b-instruct-v0.1,m113,second,70,4,6
mixtral-8x7b-instruct-v0.1,m113,third,30,1,
mixtral-8x7b-instruct-v0.1,man,first,85,8,6
mixtral-8x7b-instruct-v0.1,man,second,85,70,8
mixtral-8x7b-instruct-v0.1,man,third,30,1,
mixtral-8x7b-instruct-v0.1,mass_spring_damper,first,40,2,
mixtral-8x7b-instruct-v0.1,mass_spring_damper,second,70,3,
mixtral-8x7b-instruct-v0.1,mass_spring_damper,third,10,1,1
mixtral-8x7b-instruct-v0.1,particles,first,30,5,6
mixtral-8x7b-instruct-v0.1,particles,second,85,5,7
mixtral-8x7b-instruct-v0.1,particles,third,75,5,
mixtral-8x7b-instruct-v0.1,pendulum,first,23,2,4
mixtral-8x7b-instruct-v0.1,pendulum,second,30,2,2
mixtral-8x7b-instruct-v0.1,pendulum,third,85,65,
mixtral-8x7b-instruct-v0.1,rigid_highway,first,60,3,2
mixtral-8x7b-instruct-v0.1,rigid_highway,second,75,5,7
mixtral-8x7b-instruct-v0.1,rigid_highway,third,85,5,
mixtral-8x7b-instruct-v0.1,rigid_multipatches,first,60,3,
mixtral-8x7b-instruct-v0.1,rigid_multipatches,second,85,5,8
mixtral-8x7b-instruct-v0.1,rigid_multipatches,third,75,5,8
mixtral-8x7b-instruct-v0.1,rotor,first,75,2,6
mixtral-8x7b-instruct-v0.1,rotor,second,85,5,7
mixtral-8x7b-instruct-v0.1,rotor,third,85,60,8
mixtral-8x7b-instruct-v0.1,scm,first,40,2,6
mixtral-8x7b-instruct-v0.1,scm,second,70,,
mixtral-8x7b-instruct-v0.1,scm,third,40,2,4
mixtral-8x7b-instruct-v0.1,scm_hill,first,75,3,4
mixtral-8x7b-instruct-v0.1,scm_hill,second,75,4,7
mixtral-8x7b-instruct-v0.1,scm_hill,third,85,5,
mixtral-8x7b-instruct-v0.1,sedan,first,80,2,
mixtral-8x7b-instruct-v0.1,sedan,second,85,4,9
mixtral-8x7b-instruct-v0.1,sedan,third,85,4,6
mixtral-8x7b-instruct-v0.1,sensros,first,75,,4
mixtral-8x7b-instruct-v0.1,sensros,second,75,65,8
mixtral-8x7b-instruct-v0.1,sensros,third,85,65,10
mixtral-8x7b-instruct-v0.1,slider_crank,first,45,,
mixtral-8x7b-instruct-v0.1,slider_crank,second,85,2,
mixtral-8x7b-instruct-v0.1,slider_crank,third,85,1,
mixtral-8x7b-instruct-v0.1,tablecloth,first,40,2,5
mixtral-8x7b-instruct-v0.1,tablecloth,second,85,5,
mixtral-8x7b-instruct-v0.1,tablecloth,third,85,4,
mixtral-8x7b-instruct-v0.1,turtlebot,first,75,3,
mixtral-8x7b-instruct-v0.1,turtlebot,second,85,5,7
mixtral-8x7b-instruct-v0.1,turtlebot,third,70,1,
mixtral-8x7b-instruct-v0.1,uazbus,first,10,10,
mixtral-8x7b-instruct-v0.1,uazbus,second,85,4,8
mixtral-8x7b-instruct-v0.1,uazbus,third,85,65,
mixtral-8x7b-instruct-v0.1,vehros,first,65,3,4
mixtral-8x7b-instruct-v0.1,vehros,second,90,65,7
mixtral-8x7b-instruct-v0.1,vehros,third,75,4,
mixtral-8x7b-instruct-v0.1,veh_app,first,75,3,
mixtral-8x7b-instruct-v0.1,veh_app,second,85,65,7
mixtral-8x7b-instruct-v0.1,veh_app,third,85,3,8
mixtral-8x7b-instruct-v0.1,viper,first,45,3,2
mixtral-8x7b-instruct-v0.1,viper,second,85,6,9
mixtral-8x7b-instruct-v0.1,viper,third,85,4,7
phi-3-medium-128k-instruct,art,first,40,2,2
phi-3-medium-128k-instruct,art,second,85,7,
phi-3-medium-128k-instruct,art,third,85,7,9
phi-3-medium-128k-instruct,beam,first,65,2,3
phi-3-medium-128k-instruct,beam,second,75,4,6
phi-3-medium-128k-instruct,beam,third,60,3,7
phi-3-medium-128k-instruct,buckling,first,65,3,6
phi-3-medium-128k-instruct,buckling,second,30,2,6
phi-3-medium-128k-instruct,buckling,third,40,2,3
phi-3-medium-128k-instruct,cable,first,40,3,3
phi-3-medium-128k-instruct,cable,second,85,6,10
phi-3-medium-128k-instruct,cable,third,70,4,
phi-3-medium-128k-instruct,camera,first,65,3,5
phi-3-medium-128k-instruct,camera,second,40,2,
phi-3-medium-128k-instruct,camera,third,30,2,
phi-3-medium-128k-instruct,citybus,first,45,3,
phi-3-medium-128k-instruct,citybus,second,90,4,7
phi-3-medium-128k-instruct,citybus,third,85,5,8
phi-3-medium-128k-instruct,curiosity,first,40,3,
phi-3-medium-128k-instruct,curiosity,second,85,5,7
phi-3-medium-128k-instruct,curiosity,third,85,1,7
phi-3-medium-128k-instruct,feda,first,60,3,4
phi-3-medium-128k-instruct,feda,second,85,4,7
phi-3-medium-128k-instruct,feda,third,85,65,
phi-3-medium-128k-instruct,gator,first,55,2,5
phi-3-medium-128k-instruct,gator,second,10,20,8
phi-3-medium-128k-instruct,gator,third,85,7,9
phi-3-medium-128k-instruct,gear,first,40,2,3
phi-3-medium-128k-instruct,gear,second,45,2,3
phi-3-medium-128k-instruct,gear,third,60,2,
phi-3-medium-128k-instruct,gps_imu,first,55,,
phi-3-medium-128k-instruct,gps_imu,second,40,2,
phi-3-medium-128k-instruct,gps_imu,third,75,2,7
phi-3-medium-128k-instruct,handler,first,30,3,
phi-3-medium-128k-instruct,handler,second,85,8,10
phi-3-medium-128k-instruct,handler,third,80,4,7
phi-3-medium-128k-instruct,hmmwv,first,30,2,2
phi-3-medium-128k-instruct,hmmwv,second,85,4,
phi-3-medium-128k-instruct,hmmwv,third,85,4,8
phi-3-medium-128k-instruct,kraz,first,40,3,
phi-3-medium-128k-instruct,kraz,second,45,0,7
phi-3-medium-128k-instruct,kraz,third,60,2,4
phi-3-medium-128k-instruct,lidar,first,65,3,2
phi-3-medium-128k-instruct,lidar,second,60,3,
phi-3-medium-128k-instruct,lidar,third,20,2,1
phi-3-medium-128k-instruct,m113,first,65,3,6
phi-3-medium-128k-instruct,m113,second,75,4,6
phi-3-medium-128k-instruct,m113,third,85,5,75
phi-3-medium-128k-instruct,man,first,60,3,4
phi-3-medium-128k-instruct,man,second,75,9,6
phi-3-medium-128k-instruct,man,third,85,1,
phi-3-medium-128k-instruct,mass_spring_damper,first,30,3,2
phi-3-medium-128k-instruct,mass_spring_damper,second,85,4,6
phi-3-medium-128k-instruct,mass_spring_damper,third,85,,
phi-3-medium-128k-instruct,particles,first,75,4,6
phi-3-medium-128k-instruct,particles,second,10,,1
phi-3-medium-128k-instruct,particles,third,20,2,1
phi-3-medium-128k-instruct,pendulum,first,40,15,2
phi-3-medium-128k-instruct,pendulum,second,40,1,3
phi-3-medium-128k-instruct,pendulum,third,85,5,7
phi-3-medium-128k-instruct,rigid_highway,first,40,30,2
phi-3-medium-128k-instruct,rigid_highway,second,30,2,
phi-3-medium-128k-instruct,rigid_highway,third,85,2,
phi-3-medium-128k-instruct,rigid_multipatches,first,65,3,5
phi-3-medium-128k-instruct,rigid_multipatches,second,30,1,2
phi-3-medium-128k-instruct,rigid_multipatches,third,85,3,
phi-3-medium-128k-instruct,rotor,first,50,3,4
phi-3-medium-128k-instruct,rotor,second,20,1,2
phi-3-medium-128k-instruct,rotor,third,75,4,7
phi-3-medium-128k-instruct,scm,first,60,3,
phi-3-medium-128k-instruct,scm,second,40,2,6
phi-3-medium-128k-instruct,scm,third,70,3,
phi-3-medium-128k-instruct,scm_hill,first,60,2,4
phi-3-medium-128k-instruct,scm_hill,second,65,2,5
phi-3-medium-128k-instruct,scm_hill,third,85,4,6
phi-3-medium-128k-instruct,sedan,first,20,,1
phi-3-medium-128k-instruct,sedan,second,70,3,4
phi-3-medium-128k-instruct,sedan,third,40,3,
phi-3-medium-128k-instruct,sensros,first,40,2,3
phi-3-medium-128k-instruct,sensros,second,5,0,0
phi-3-medium-128k-instruct,sensros,third,55,10,
phi-3-medium-128k-instruct,slider_crank,first,60,3,3
phi-3-medium-128k-instruct,slider_crank,second,30,2,3
phi-3-medium-128k-instruct,slider_crank,third,30,,1
phi-3-medium-128k-instruct,tablecloth,first,45,2,2
phi-3-medium-128k-instruct,tablecloth,second,85,4,8
phi-3-medium-128k-instruct,tablecloth,third,20,2,2
phi-3-medium-128k-instruct,turtlebot,first,40,10,2
phi-3-medium-128k-instruct,turtlebot,second,75,0,7
phi-3-medium-128k-instruct,turtlebot,third,30,2,3
phi-3-medium-128k-instruct,uazbus,first,45,2,4
phi-3-medium-128k-instruct,uazbus,second,85,4,7
phi-3-medium-128k-instruct,uazbus,third,85,2,8
phi-3-medium-128k-instruct,vehros,first,30,2,1
phi-3-medium-128k-instruct,vehros,second,85,3,6
phi-3-medium-128k-instruct,vehros,third,85,37,6
phi-3-medium-128k-instruct,veh_app,first,40,25,3
phi-3-medium-128k-instruct,veh_app,second,70,2,3
phi-3-medium-128k-instruct,veh_app,third,25,2,1
phi-3-medium-128k-instruct,viper,first,70,3,2
phi-3-medium-128k-instruct,viper,second,85,5,10
phi-3-medium-128k-instruct,viper,third,85,4,
phi-3-mini-128k-instruct,art,first,20,6,2
phi-3-mini-128k-instruct,art,second,85,7,10
phi-3-mini-128k-instruct,art,third,85,75,10
phi-3-mini-128k-instruct,beam,first,30,2,3
phi-3-mini-128k-instruct,beam,second,65,3,3
phi-3-mini-128k-instruct,beam,third,85,5,9
phi-3-mini-128k-instruct,buckling,first,70,2,5
phi-3-mini-128k-instruct,buckling,second,0,0,0
phi-3-mini-128k-instruct,buckling,third,40,2,4
phi-3-mini-128k-instruct,cable,first,65,2,4
phi-3-mini-128k-instruct,cable,second,85,1,10
phi-3-mini-128k-instruct,cable,third,85,4,7
phi-3-mini-128k-instruct,camera,first,50,2,3
phi-3-mini-128k-instruct,camera,second,30,2,2
phi-3-mini-128k-instruct,camera,third,30,2,4
phi-3-mini-128k-instruct,citybus,first,60,3,4
phi-3-mini-128k-instruct,citybus,second,85,5,
phi-3-mini-128k-instruct,citybus,third,90,75,
phi-3-mini-128k-instruct,curiosity,first,60,3,
phi-3-mini-128k-instruct,curiosity,second,85,6,
phi-3-mini-128k-instruct,curiosity,third,75,2,6
phi-3-mini-128k-instruct,feda,first,35,21,2
phi-3-mini-128k-instruct,feda,second,85,4,8
phi-3-mini-128k-instruct,feda,third,85,4,
phi-3-mini-128k-instruct,gator,first,30,2,4
phi-3-mini-128k-instruct,gator,second,75,4,
phi-3-mini-128k-instruct,gator,third,90,7,
phi-3-mini-128k-instruct,gear,first,55,2,3
phi-3-mini-128k-instruct,gear,second,39,0,2
phi-3-mini-128k-instruct,gear,third,40,,3
phi-3-mini-128k-instruct,gps_imu,first,40,2,4
phi-3-mini-128k-instruct,gps_imu,second,70,2,7
phi-3-mini-128k-instruct,gps_imu,third,75,2,6
phi-3-mini-128k-instruct,handler,first,65,7,
phi-3-mini-128k-instruct,handler,second,85,4,
phi-3-mini-128k-instruct,handler,third,75,3,
phi-3-mini-128k-instruct,hmmwv,first,40,2,4
phi-3-mini-128k-instruct,hmmwv,second,65,2,2
phi-3-mini-128k-instruct,hmmwv,third,85,0,7
phi-3-mini-128k-instruct,kraz,first,45,0,2
phi-3-mini-128k-instruct,kraz,second,85,5,8
phi-3-mini-128k-instruct,kraz,third,75,3,6
phi-3-mini-128k-instruct,lidar,first,75,2,3
phi-3-mini-128k-instruct,lidar,second,50,3,5
phi-3-mini-128k-instruct,lidar,third,40,8,4
phi-3-mini-128k-instruct,m113,first,25,3,3
phi-3-mini-128k-instruct,m113,second,80,4,
phi-3-mini-128k-instruct,m113,third,30,2,3
phi-3-mini-128k-instruct,man,first,40,4,
phi-3-mini-128k-instruct,man,second,70,5,
phi-3-mini-128k-instruct,man,third,85,5,
phi-3-mini-128k-instruct,mass_spring_damper,first,30,2,2
phi-3-mini-128k-instruct,mass_spring_damper,second,75,4,7
phi-3-mini-128k-instruct,mass_spring_damper,third,75,5,8
phi-3-mini-128k-instruct,particles,first,20,0,1
phi-3-mini-128k-instruct,particles,second,75,5,8
phi-3-mini-128k-instruct,particles,third,75,4,
phi-3-mini-128k-instruct,pendulum,first,30,11,3
phi-3-mini-128k-instruct,pendulum,second,85,4,7
phi-3-mini-128k-instruct,pendulum,third,85,4,7
phi-3-mini-128k-instruct,rigid_highway,first,60,2,4
phi-3-mini-128k-instruct,rigid_highway,second,85,90,
phi-3-mini-128k-instruct,rigid_highway,third,85,65,8
phi-3-mini-128k-instruct,rigid_multipatches,first,60,2,3
phi-3-mini-128k-instruct,rigid_multipatches,second,85,5,
phi-3-mini-128k-instruct,rigid_multipatches,third,85,6,8
phi-3-mini-128k-instruct,rotor,first,65,3,5
phi-3-mini-128k-instruct,rotor,second,60,2,5
phi-3-mini-128k-instruct,rotor,third,55,2,6
phi-3-mini-128k-instruct,scm,first,30,2,4
phi-3-mini-128k-instruct,scm,second,85,60,7
phi-3-mini-128k-instruct,scm,third,70,4,7
phi-3-mini-128k-instruct,scm_hill,first,60,0,4
phi-3-mini-128k-instruct,scm_hill,second,65,,
phi-3-mini-128k-instruct,scm_hill,third,85,4,7
phi-3-mini-128k-instruct,sedan,first,30,2,2
phi-3-mini-128k-instruct,sedan,second,85,4,8
phi-3-mini-128k-instruct,sedan,third,85,5,
phi-3-mini-128k-instruct,sensros,first,60,2,3
phi-3-mini-128k-instruct,sensros,second,60,2,5
phi-3-mini-128k-instruct,sensros,third,10,2,5
phi-3-mini-128k-instruct,slider_crank,first,40,2,3
phi-3-mini-128k-instruct,slider_crank,second,60,2,2
phi-3-mini-128k-instruct,slider_crank,third,75,0,8
phi-3-mini-128k-instruct,tablecloth,first,75,3,5
phi-3-mini-128k-instruct,tablecloth,second,70,1,
phi-3-mini-128k-instruct,tablecloth,third,70,3,4
phi-3-mini-128k-instruct,turtlebot,first,75,3,4
phi-3-mini-128k-instruct,turtlebot,second,85,6,8
phi-3-mini-128k-instruct,turtlebot,third,70,4,5
phi-3-mini-128k-instruct,uazbus,first,40,2,2
phi-3-mini-128k-instruct,uazbus,second,85,,8
phi-3-mini-128k-instruct,uazbus,third,85,6,
phi-3-mini-128k-instruct,vehros,first,25,2,1
phi-3-mini-128k-instruct,vehros,second,85,4,7
phi-3-mini-128k-instruct,vehros,third,85,4,7
phi-3-mini-128k-instruct,veh_app,first,65,2,3
phi-3-mini-128k-instruct,veh_app,second,45,2,
phi-3-mini-128k-instruct,veh_app,third,60,1,2
phi-3-mini-128k-instruct,viper,first,40,2,2
phi-3-mini-128k-instruct,viper,second,75,3,
phi-3-mini-128k-instruct,viper,third,85,3,
qwen3-235b-a22b,art,first,10,4,
qwen3-235b-a22b,art,second,10,3,9
qwen3-235b-a22b,art,third,0,,9
qwen3-235b-a22b,beam,first,10,4,9
qwen3-235b-a22b,beam,second,0,3,8
qwen3-235b-a22b,beam,third,0,32,10
qwen3-235b-a22b,buckling,first,0,93,10
qwen3-235b-a22b,buckling,second,10,0,8
qwen3-235b-a22b,buckling,third,0,,9
qwen3-235b-a22b,cable,first,0,,9
qwen3-235b-a22b,cable,second,0,3,9
qwen3-235b-a22b,cable,third,0,1,
qwen3-235b-a22b,camera,first,0,0,8
qwen3-235b-a22b,camera,second,10,2,
qwen3-235b-a22b,camera,third,0,2,7
qwen3-235b-a22b,citybus,first,0,3,8
qwen3-235b-a22b,citybus,second,5,0,9
qwen3-235b-a22b,citybus,third,10,0,9
qwen3-235b-a22b,curiosity,first,0,0,
qwen3-235b-a22b,curiosity,second,0,1,9
qwen3-235b-a22b,curiosity,third,0,4,10
qwen3-235b-a22b,feda,first,10,5,9
qwen3-235b-a22b,feda,second,0,2,10
qwen3-235b-a22b,feda,third,0,32,3
qwen3-235b-a22b,gator,first,5,1,
qwen3-235b-a22b,gator,second,0,,9
qwen3-235b-a22b,gator,third,10,4,
qwen3-235b-a22b,gear,first,0,4,10
qwen3-235b-a22b,gear,second,10,30,
qwen3-235b-a22b,gear,third,0,7,8
qwen3-235b-a22b,gps_imu,first,0,3,10
qwen3-235b-a22b,gps_imu,second,0,,9
qwen3-235b-a22b,gps_imu,third,10,4,7
qwen3-235b-a22b,handler,first,0,2,8
qwen3-235b-a22b,handler,second,0,2,8
qwen3-235b-a22b,handler,third,0,0,9
qwen3-235b-a22b,hmmwv,first,0,2,10
qwen3-235b-a22b,hmmwv,second,0,0,4
qwen3-235b-a22b,hmmwv,third,10,2,8
qwen3-235b-a22b,kraz,first,10,4,9
qwen3-235b-a22b,kraz,second,0,,
qwen3-235b-a22b,kraz,third,0,3,
qwen3-235b-a22b,lidar,first,0,40,6
qwen3-235b-a22b,lidar,second,5,2,6
qwen3-235b-a22b,lidar,third,20,2,7
qwen3-235b-a22b,m113,first,0,2,9
qwen3-235b-a22b,m113,second,10,3,
qwen3-235b-a22b,m113,third,0,3,
qwen3-235b-a22b,man,first,10,1,10
qwen3-235b-a22b,man,second,20,8,9
qwen3-235b-a22b,man,third,0,3,
qwen3-235b-a22b,mass_spring_damper,first,0,0,10
qwen3-235b-a22b,mass_spring_damper,second,10,1,9
qwen3-235b-a22b,mass_spring_damper,third,10,0,10
qwen3-235b-a22b,particles,first,0,0,
qwen3-235b-a22b,particles,second,10,,8
qwen3-235b-a22b,particles,third,20,3,8
qwen3-235b-a22b,pendulum,first,10,70,10
qwen3-235b-a22b,pendulum,second,0,2,
qwen3-235b-a22b,pendulum,third,0,1,10
qwen3-235b-a22b,rigid_highway,first,0,3,10
qwen3-235b-a22b,rigid_highway,second,0,,9
qwen3-235b-a22b,rigid_highway,third,0,1,
qwen3-235b-a22b,rigid_multipatches,first,10,2,6
qwen3-235b-a22b,rigid_multipatches,second,10,,6
